#NAME?,,#ΟΝΟΜΑ?,,GEN,,WIN,Word60,
% normal size,,% του βασικού μεγέθους,,DIA,,WIN,Excel50,
% of Base,,% της βάσης,,DIA,,WIN,Excel50,
(NORMAL.DOT),,(NORMAL.DOT),,FIL,,WIN,Word60,
< Back,B,< Προηγούμενο,Π,BUT,,WIN,Excel50,
1 1/2 Space,1    ,1 1/2 Διάστημα,1    ,COM,,WIN,Win31,
1 Query1,,1 Ερώτημα 1,,COM,,WIN,Query,
100%,1,100%,1,OPT,,WIN,Word60,
1904 Date System,D,Σύστημα ημερομηνίας 1904,Σ,CHX,,WIN,Excel50,
2-D,2,2-Δ,2,OPT,,WIN,Excel50,
2-D Walls and Gridlines,2,Τοίχοι και γραμμές πλέγματος 2Δ,Τ,CHX,,WIN,Excel50,
200%,2,200%,2,OPT,,WIN,Word60,
3 Button serial Mouse,,Ποντίκι τριών πλήκτρων,,GEN,,WIN,Win31,
3-D,3,3-Δ,3,OPT,,WIN,Excel50,
3-D,,3-Δ,,DIA,,WIN,Excel50,
3-D Area,,Περιοχής 3Δ,,COM,,WIN,Excel50,
3-D Area Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος περιοχής 3Δ,,GEN,,WIN,Excel50
3-D Area...,E,Περιοχή 3Δ...,ε,COM,,WIN,Excel50
3-D Area...,E,Περιοχής 3Δ...,ε,COM,,WIN,Excel50
3-D Bar,,Ράβδων 3Δ,,COM,,WIN,Excel50
3-D Bar Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος ράβδων 3Δ,,GEN,,WIN,Excel50
3-D Bar...,3,Ράβδος 3Δ...,β,COM,,WIN,Excel50
3-D Bar...,3,Ράβδων 3Δ...,β,COM,,WIN,Excel50
3-D Column,,Στηλών 3Δ,,COM,,WIN,Excel50
3-D Column Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος στηλών 3Δ,,GEN,,WIN,Excel50
3-D Column...,O,Στήλη 3Δ...,Λ,COM,,WIN,Excel50
3-D Column...,O,Στηλών 3Δ...,Λ,COM,,WIN,Excel50
3-D Line,,Γραμμών 3Δ,,COM,,WIN,Excel50
3-D Line Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος γραμμών 3Δ,,GEN,,WIN,Excel50
3-D Line...,N,Γραμμή 3Δ...,Μ,COM,,WIN,Excel50
3-D Line...,N,Γραμμών 3Δ...,Μ,COM,,WIN,Excel50
3-D Perspective Column Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος προοπτικών στηλών 3Δ,,GEN,,WIN,Excel50
3-D Pie,,Πίτας 3Δ,,COM,,WIN,Excel50
3-D Pie Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος πίτας 3Δ,,GEN,,WIN,Excel50
3-D Pie...,I,Πίτα 3Δ...,α,COM,,WIN,Excel50
3-D Pie...,I,Πίτας 3Δ...,α,COM,,WIN,Excel50
3-D Surface,,Επιφάνειας 3Δ,,COM,,WIN,Excel50
3-D Surface Chart AutoFormat,,Αυτόματη μορφοποίηση γραφήματος επιφάνειας 3Δ,,GEN,,WIN,Excel50
3-D Surface...,U,Επιφάνεια 3Δ...,Φ,COM,,WIN,Excel50
3-D Surface...,U,Επιφανείας 3Δ...,Φ,COM,,WIN,Excel50
3-D View...,,Προβολή 3Δ...,,COM,,WIN,Excel50
3-D View...,V,Προβολής 3Δ...,Π,COM,,WIN,Excel50
30% Gray,,30% Γκρίζο,,DIA,,WIN,Word60
35% Gray,,35% Γκρίζο,,DIA,,WIN,Word60
37.5% Gray,,37.5% Γκρίζο,,DIA,,WIN,Word60
386 Enhanced,,Εμπλουτισμένη λειτουργία 386,,COM,,WIN,Win31
386-Enhanced,,Εμπλουτισμένη 386,,DIA,,WIN,Word60
3D Effects 1,,Εφέ 3Δ 1,,DIA,,WIN,Excel50
3D Shading,3,Σκίαση 3Δ,3,CHX,,WIN,Excel50
40% Gray,,40% Γκρίζο,,DIA,,WIN,Word60
45% Gray,,45% Γκρίζο,,DIA,,WIN,Word60
5% Gray,,5% Γκρίζο,,DIA,,WIN,Word60
50%,5,50%,5,OPT,,WIN,Word60
50% Gray,,50% Γκρίζο,,DIA,,WIN,Word60
55% Gray,,55% Γκρίζο,,DIA,,WIN,Word60
60% Gray,,60% Γκρίζο,,DIA,,WIN,Word60
62.5% Gray,,62.5% Γκρίζο,,DIA,,WIN,Word60
