Restore Fixed Disk,,Återställ hårddisk,,GEN,N,DOS,MS-DOS,generell term
Restore From ,,Återställ från,R,CHX,N,DOS,MS-DOS,Backup-modul
Restore Hidden Files,,Återställ dolda filer,,CHX,N,DOS,MS-DOS,Backup-modul
Restore Options,,Alternativ för Återställ,,DIA,N,DOS,MS-DOS,Backup-modul
Restore Progress window,,Förloppsfönster för Återställ,,DIA,N,DOS,MS-DOS,Backup-modul
Restore Prompts,,Återställningsprompt,,TXT,N,DOS,MS-DOS,Backup-modul
Restore Read-Only Files,,Återställ skrivskyddade filer,,CHX,N,DOS,MS-DOS,Backup-modul
Restore set,,Uppsättning med återställda filer,,TXT,N,DOS,MS-DOS,Backup-modul
Restore source,,Källa för återställning,,TXT,N,DOS,MS-DOS,Backup-modul
Restore System Files,,Återställ systemfiler,,CHX,N,DOS,MS-DOS,Backup-modul
Restore To,,Återställ till,T,DIA,N,DOS,MS-DOS,Backup-modul
resync,,synkronisera om,,GEN,N,DOS,MS-DOS,generell term
Retrieve,,   Hämta,,COM,V,DOS,MS-DOS,Backup-modul
Retrieve,,hämta,H,BUT,V,DOS,MS-DOS,Backup-modul
Retrieve canceled.,,Hämta avbrutet.,,TXT,N,DOS,MS-DOS,Backup-modul
Retrieve Catalog,,Hämta filförteckning,,TDB,N,DOS,MS-DOS,Backup-modul
Retrieve is complete.,,Hämta klart.,,TXT,N,DOS,MS-DOS,Backup-modul
retry,,"nytt försök(s), försöka igen(v)",,GEN,N,DOS,MS-DOS,generell term
Retry,,"nytt försök(s), försöka igen(v)",,BUT,N,DOS,MS-DOS,Backup-modul
"return [n] (assembler,DEBUG)",,retur,,GEN,N,DOS,MS-DOS,generell term
reverse video,,negativ bild/text ,,GEN,N,DOS,MS-DOS,generell term
right arrow,,HÖGERPIL,,GEN,N,DOS,MS-DOS,generell term
ROM (Read Only Memory),,ROM-minne,,GEN,N,DOS,MS-DOS,generell term
root directory,,rotkatalog,,GEN,N,DOS,MS-DOS,generell term
root level,,rotnivå,,GEN,N,DOS,MS-DOS,generell term
routine,,rutin,,GEN,N,DOS,MS-DOS,generell term
run,,"köra, Kör",,GEN,V,DOS,MS-DOS,generell term
run-time environment,,(runtime-)miljö,,GEN,N,DOS,MS-DOS,generell term
run-time module,,(runtime-)modul,,GEN,N,DOS,MS-DOS,generell term
Safe (FORMAT),,sparat,,GEN,ADJ,DOS,MS-DOS,generell term
"safe(format,FORMAT)",,sparat,,GEN,ADJ,DOS,MS-DOS,generell term
sample color panels,,exempel på färgpanel,,GEN,N,DOS,MS-DOS,generell term
sample command line,,exempel på kommandorad,,GEN,N,DOS,MS-DOS,generell term
sample file,,exempelfil,,GEN,N,DOS,MS-DOS,generell term
sample session,,arbetsexempel,,GEN,N,DOS,MS-DOS,generell term
save,,spara,,GEN,V,DOS,MS-DOS,generell term
Save,,Spara,,DIA,V,DOS,MS-DOS,Backup-modul
save area (DEBUG),,spara yta,,GEN,N,DOS,MS-DOS,generell term
Save changes,,Spara ändringar,,TXT,N,DOS,MS-DOS,Backup-modul
Save current disk assignment,,Spara aktuell disktilldelning ,,OPT,N,DOS,MS-DOS,Defrag
Save Setup,,   Spara inställningsfil,S,COM,V,DOS,MS-DOS,Backup-modul
Save Setup As,,   Spara inställningsfil som,P,COM,V,DOS,MS-DOS,Backup-modul
Save Setup File,,Spara inställningsfil,,DIA,N,DOS,MS-DOS,Backup-modul
Save Time,,Spara tid,,DIA,N,DOS,MS-DOS,Backup-modul
Scan,,Scanna,,GEN,V,DOS,MS-DOS,Undel-modul
scan code (keyboard),,avsökningskod,,GEN,N,DOS,MS-DOS,generell term
scan code sequence (keyboard),,kodssekvens för avsökning,,GEN,N,DOS,MS-DOS,generell term
scan code signal (keyboard),,kodssignal för avsökning,,GEN,N,DOS,MS-DOS,generell term
Scan Disks,,Scanna disketter/diskar,,COM,N,DOS,MS-DOS,Defrag
Scan for Contents...,,Scanna efter innehåll...,,GEN,N,DOS,MS-DOS,Undel-modul
Scan for Data Types...,,Scanna ,,GEN,V,DOS,MS-DOS,Undel-modul
Scan for Lost Deleted Files,,Scanna efter förlorade borttagna filer,,GEN,N,DOS,MS-DOS,Undel-modul
Scan time,,Scanningstid,,DIA,N,DOS,MS-DOS,MSAVF-modul
Scann,,Scanna,,DIA,V,DOS,MS-DOS,MSAVF-modul
scanner,,"avsökare, scanner",,GEN,N,DOS,MS-DOS,generell term
Scanning Cluster,,Scannar grupp,,GEN,N,DOS,MS-DOS,Undel-modul
scheduler,,jobbövervakare,,GEN,N,DOS,MS-DOS,generell term
screen,,"bildskärm, skärm",,GEN,N,DOS,MS-DOS,generell term
Screen Colors,,skärmfärger,,OPT,N,DOS,MS-DOS,Backup-modul
screen console device,,bildskärm,,GEN,N,DOS,MS-DOS,generell term
screenful,,en skärmsida,,GEN,N,DOS,MS-DOS,generell term
scroll,,rulla,,GEN,V,DOS,MS-DOS,generell term
scroll arrow,,rullningspil,,GEN,N,DOS,MS-DOS,generell term
scroll bar (vertical; horizontal),,rullningslist,,GEN,N,DOS,MS-DOS,generell term
scroll box,,rullningsruta,,GEN,N,DOS,MS-DOS,generell term
SCROLL LOCK,,SCROLL LOCK,,GEN,N,DOS,MS-DOS,generell term
Search,,Sök,,BUT,V,DOS,MS-DOS,Backup-modul
search  path,,sökväg,,GEN,N,DOS,MS-DOS,generell term
Sector not found,,Kan inte hitta sektor,,TXT,N,DOS,MS-DOS,Backup-modul
Seek error,,Sökfel,,TXT,N,DOS,MS-DOS,Backup-modul
segment,,segment,,GEN,N,DOS,MS-DOS,generell term
select,,"markera, välja",,GEN,V,DOS,MS-DOS,generell term + Undel-modul
Select All,,Välj alla,,COM,N,DOS,MS-DOS,Backup-modul
Select Backup Files,,Välj / Markera filer som ska säkerhetskopieras,,DIA,N,DOS,MS-DOS,Backup-modul
Select Backup Set,,Välj / Markera uppsättning med säkerhetskopior,,TDB,N,DOS,MS-DOS,Backup-modul
Select by Name...,,   Välj filer...,V,COM,N,DOS,MS-DOS,Undel-modul
Select Catalog,,Välj / Markera filförteckning,,DIA,N,DOS,MS-DOS,Backup-modul
Select Compare,,Välj / Markera Jämför,,DIA,N,DOS,MS-DOS,Backup-modul
Select Compare Files,,Välj / Markera filer som ska jämföras ,,DIA,N,DOS,MS-DOS,Backup-modul
Select Compare Files window,,Fönstret för att välja / markera filer som ska jamforas,,DIA,N,DOS,MS-DOS,Backup-modul
Select Files,,Markera filer,,TXT,N,DOS,MS-DOS,Backup-modul
Select new drive,,Välj ny enhet,,DIA,N,DOS,MS-DOS,MSAVF-modul
Select Restore,,Välj / Markera Återställ,,DIA,N,DOS,MS-DOS,Backup-modul
Select Restore Files,,Välj / Markera filer som ska återställas,,DIA,N,DOS,MS-DOS,Backup-modul
Select the file version to be compared,,Välj / Markera filversionen som ska jämföras,,TXT,N,DOS,MS-DOS,Backup-modul
Select the file version to be restored,,Välj / Markera filversionen som ska återställas,,TXT,N,DOS,MS-DOS,Backup-modul
Selected Files,,Valda / Markerade filer,,TXT,N,DOS,MS-DOS,Backup-modul
selection,,"markering, val",,GEN,N,DOS,MS-DOS,generell term
selection bar,,markeringsram,,GEN,N,DOS,MS-DOS,generell term
selection cursor,,markör,,GEN,N,DOS,MS-DOS,generell term
selection status,,Markeringsstatus,,GEN,N,DOS,MS-DOS,Backup-modul
Sensitivity (default/low/medium/high),,Känslighet (Standard/Låg/Medel/Hög),K,OPT,N,DOS,MS-DOS,Backup-modul
separator,,"avgränsare, gränstecken",,GEN,N,DOS,MS-DOS,generell term
sequence (command),,sekvens,,GEN,N,DOS,MS-DOS,generell term
sequentially,,sekventiellt,,GEN,ADJ,DOS,MS-DOS,generell term
serial port,,seriell port,,GEN,N,DOS,MS-DOS,generell term
Session,,arbetspass,,DIA,N,DOS,MS-DOS,Backup-modul
set,,"set(s), aktivera/bestämma(v)",,GEN,N,DOS,MS-DOS,generell term
Set,,Aktivera,,BUT,V,DOS,MS-DOS,Defrag
Set Date and Time,,Datum och tid,,GEN,N,DOS,MS-DOS,generell term
Set Scan Range...,,Ange scanningsintervall... ,,GEN,N,DOS,MS-DOS,Undel-modul
Setup,,installationsprogrammet,,GEN,N,DOS,MS-DOS,generell term
Setup,,"installationsprogrammet, Inställningar",,BUT,N,DOS,MS-DOS,Backup-modul
Setup File,,inställningsfil,I,DIA,N,DOS,MS-DOS,Backup-modul
Setup File Title Button,,Rubrikknapp för inställningsfil,,TXT,N,DOS,MS-DOS,Backup-modul
Setup Files,,inställningsfiler,I,TXT,N,DOS,MS-DOS,Backup-modul
setup procedure,,installationsprocedur,,GEN,N,DOS,MS-DOS,generell term
Shadow RAM,,Skuggminne,,GEN,N,DOS,MS-DOS,generell term
share [v] (SHARE),,dela,,GEN,V,DOS,MS-DOS,generell term
shareable,,delbar,,GEN,ADJ,DOS,MS-DOS,generell term
shell,,skal,,GEN,N,DOS,MS-DOS,generell term
Shell (disk),,Skal,,GEN,N,DOS,MS-DOS,generell term
Shell/Help (disk),,Skal/Hjälp,,GEN,N,DOS,MS-DOS,generell term
SHIFT,,SKIFT,,GEN,N,DOS,MS-DOS,generell term
"short (jump,call,DEBUG)",,kort,,GEN,ADJ,DOS,MS-DOS,generell term
shortcut,,genväg,,GEN,N,DOS,MS-DOS,generell term
Show Directories Above Files,,Visa kataloger,,DIA,N,DOS,MS-DOS,Backup-modul
Show Existing Files,,   Visa filer,,COM,N,DOS,MS-DOS,Undel-modul
Show Information,,Visa information,,GEN,N,DOS,MS-DOS,generell term
Show Versions,,Visa versioner,,TDB,N,DOS,MS-DOS,Backup-modul
Shrink,,Förminska,,COM,V,DOS,MS-DOS,Defrag
Shrink,,Förminska,,BUT,V,DOS,MS-DOS,Defrag
single sided,,enkelsidig,,GEN,ADJ,DOS,MS-DOS,generell term
Size,,"Storlek, Ändra storlek (ä)",,MNU,N,DOS,MS-DOS,Defrag
Size,,Storlek,,DIA,N,DOS,MS-DOS,Undel-modul
size (file),,storlek,,GEN,N,DOS,MS-DOS,generell term
slash,,snedstreck (/),,GEN,N,DOS,MS-DOS,generell term
small caps,,"Kapitäler, små versaler",,GEN,N,DOS,MS-DOS,generell term
software,,"program, programvara",,GEN,N,DOS,MS-DOS,generell term
Some Files,,Vissa filer,,DIA,N,DOS,MS-DOS,Backup-modul
sort,,sortera,,GEN,V,DOS,MS-DOS,generell term
sort by,,sortera efter,,GEN,N,DOS,MS-DOS,generell term
Sort by...,,   Sortera efter...,O,COM,N,DOS,MS-DOS,Undel-modul
Sort Files,,Sortera filer,,DIA,N,DOS,MS-DOS,Backup-modul
Sort Files by,,Sortera filer efter,,OPT,N,DOS,MS-DOS,Backup-modul
Sort Order,,sorteringsordning,,DIA,N,DOS,MS-DOS,Backup-modul
sorter (part of the printer),,sorteringsrutin,,GEN,N,DOS,MS-DOS,generell term
source ,,källa,,GEN,N,DOS,MS-DOS,generell term
space bar,,blanksteg,,GEN,N,DOS,MS-DOS,generell term
Special,,Special,S,BUT,ADV,DOS,MS-DOS,Backup-modul
Special exclusions,,Speciella undantag,,OPT,N,DOS,MS-DOS,Backup-modul
Special Selections,,Specialmarkeringar,,DIA,N,DOS,MS-DOS,Backup-modul
specify,,ange,,GEN,V,DOS,MS-DOS,generell term
"specify (parameter, option, argument)",,ange,,GEN,V,DOS,MS-DOS,generell term
Specify Alternate Directory,,Ange alternativ katalog,,TXT,N,DOS,MS-DOS,Backup-modul
Specify Alternate Drive,,Ange alternativ enhet,,TXT,N,DOS,MS-DOS,Backup-modul
spreadsheet,,kalkylblad,,GEN,N,DOS,MS-DOS,generell term
SRAM (Stat. Random Access Memory),,SRAM-minne,,GEN,N,DOS,MS-DOS,generell term
stack,,stack,,GEN,N,DOS,MS-DOS,generell term
stack segment,,stacksegment,,GEN,N,DOS,MS-DOS,generell term
stack size,,stackstorlek,,GEN,N,DOS,MS-DOS,generell term
Standard,,Standard,,OPT,N,DOS,MS-DOS,Backup-modul
Start,,Starta,,BUT,V,DOS,MS-DOS,Backup-modul
Start Backup,,Starta,,BUT,V,DOS,MS-DOS,Backup-modul
Start Compare,,Starta ,,BUT,V,DOS,MS-DOS,Backup-modul
start programs,,startprogram,,GEN,N,DOS,MS-DOS,generell term
Start Restore,,Starta,,BUT,V,DOS,MS-DOS,Backup-modul
starting program,,startprogram,,GEN,N,DOS,MS-DOS,generell term
Startup,,Start,,GEN,N,DOS,MS-DOS,generell term
startup directory,,Startkatalog,,GEN,N,DOS,MS-DOS,generell term
startup disk,,startdisk,,GEN,N,DOS,MS-DOS,generell term
startup record (FDISK),,startpost,,GEN,N,DOS,MS-DOS,generell term
Startup/Support (disk),,Start,,GEN,N,DOS,MS-DOS,generell term
statement,,programsats,,GEN,N,DOS,MS-DOS,generell term
status bar,,statusfält,,GEN,N,DOS,MS-DOS,generell term
status line,,statusrad,,GEN,N,DOS,MS-DOS,generell term
Stealth viruses,,Smygvirus,,TXT,N,DOS,MS-DOS,MSAVF-modul
stop,,Avbryt,,GEN,V,DOS,MS-DOS,generell term
Stop,,Avbryt,A,BUT,V,DOS,MS-DOS,MSAVF-modul
storage area,,"minnesområde, lagringsutrymme",,GEN,N,DOS,MS-DOS,generell term
store,,Lagra,,GEN,V,DOS,MS-DOS,generell term
string instruction (DEBUG),,stränginstruktion,,GEN,N,DOS,MS-DOS,generell term
subdirectory,,underkatalog,,GEN,N,DOS,MS-DOS,generell term
subfont,,ytterliggare teckensnitt,,GEN,N,DOS,MS-DOS,generell term
substitute (SUBST),,ersätta,,GEN,V,DOS,MS-DOS,generell term
Suggested capacity ratio,,Föreslaget kapacitetsförhållande,,TXT,N,DOS,MS-DOS,Defrag
Supplemental (disk),,kompletteringsdisk,,GEN,N,DOS,MS-DOS,generell term
support,,"support, stöd(s), stödja(v)",,GEN,N,DOS,MS-DOS,generell term
Support (disk),,Stöd,,GEN,N,DOS,MS-DOS,generell term
Survival Guide (Edit),,Översikt,,GEN,N,DOS,MS-DOS,generell term
swap file,,"byt fil, växlingsfil",,TXT,N,DOS,MS-DOS,Backup-modul
switch [n] (on the command line),,växel,,GEN,N,DOS,MS-DOS,generell term
switch [v] (tasks),,växla,,GEN,V,DOS,MS-DOS,generell term
switcher,,växlare,,GEN,N,DOS,MS-DOS,generell term
switcher (Shell),,växlare (Skal),,GEN,N,DOS,MS-DOS,generell term
syntax,,syntax,,GEN,N,DOS,MS-DOS,generell term
SYS RQ,,SYS RQ,,GEN,N,DOS,MS-DOS,generell term
system,,system,,GEN,N,DOS,MS-DOS,generell term + Backup-modul
system attribute,,systemattribut,,TXT,N,DOS,MS-DOS,Backup-modul
system call,,systemanrop,,GEN,N,DOS,MS-DOS,generell term
system configuration,,systemkonfiguration,,GEN,N,DOS,MS-DOS,generell term
system disk,,systemdiskett,,GEN,N,DOS,MS-DOS,generell term
system file,,systemfil,,GEN,N,DOS,MS-DOS,generell term
System File List,,Systemfillista,,GEN,N,DOS,MS-DOS,generell term
System halted,,Systemstopp,,GEN,N,DOS,MS-DOS,generell term
system prompt (see: prompt),,DOS-prompt,,GEN,N,DOS,MS-DOS,generell term
system requirements,,systemkrav,,GEN,N,DOS,MS-DOS,generell term
TAB,,"tabb, Tab",,GEN,N,DOS,MS-DOS,generell term
"target (drive, directory)",,"Mål (enhet, katalog)",,GEN,N,DOS,MS-DOS,generell term
target disk,,"måldisk, destinationsdisk",,GEN,N,DOS,MS-DOS,generell term
task,,"program, uppgift",,GEN,N,DOS,MS-DOS,generell term
task list,,aktiva sessioner,,GEN,N,DOS,MS-DOS,generell term
Task Swapper,,Programväxlare,,GEN,N,DOS,MS-DOS,generell term
template,,mall,,GEN,N,DOS,MS-DOS,generell term
temporary file,,temporär fil,,GEN,N,DOS,MS-DOS,generell term
temporary memory,,temporärt minne,,GEN,N,DOS,MS-DOS,generell term
Temporary Restore Options,,Tillfälliga alternativ i Återställ,,DIA,N,DOS,MS-DOS,Backup-modul
terminal device,,terminalenhet,,GEN,N,DOS,MS-DOS,generell term
Terminate-and-Stay-Resident (TSR),,TSR (minnesresident program),,GEN,N,DOS,MS-DOS,generell term
test pattern,,testmönster,,GEN,N,DOS,MS-DOS,generell term
Text (mode),,Text(läge),,OPT,N,DOS,MS-DOS,Backup-modul
text box,,textruta,,GEN,N,DOS,MS-DOS,generell term
text file,,textfil,,GEN,N,DOS,MS-DOS,generell term
text mode,,textläge,,GEN,N,DOS,MS-DOS,generell term
time,,tid,,GEN,N,DOS,MS-DOS,generell term
Time,,tid,,OPT,N,DOS,MS-DOS,Backup-modul
time format,,tidsformat,,GEN,N,DOS,MS-DOS,generell term
time out,,"avbrott, timeout",,GEN,N,DOS,MS-DOS,generell term
time stamp,,tidsmarkering,,GEN,N,DOS,MS-DOS,generell term
time-out  error,,"tidsöverdragsfel, ""time out""-fel",,GEN,N,DOS,MS-DOS,generell term
timeslice,,tidsandel,,GEN,N,DOS,MS-DOS,generell term
Tip,,Tips!,,GEN,N,DOS,MS-DOS,generell term
title,,titel,,GEN,N,DOS,MS-DOS,generell term
title bar,,"namnlist, titelrad",,GEN,N,DOS,MS-DOS,generell term
title buttons,,rubrikknappar ,,TXT,N,DOS,MS-DOS,Backup-modul
To  (intervalle de temps),,Till,,TXT,PREP,DOS,MS-DOS,Backup-modul
to log a drive,,logga en enhet,,TXT,N,DOS,MS-DOS,Backup-modul
toggle,,växla,,TXT,V,DOS,MS-DOS,Backup-modul
Topics,,   Innehåll,,GEN,N,DOS,MS-DOS,Undel-modul
Topics,,"avsnitt, ämne, innehåll",,BUT,N,DOS,MS-DOS,Backup-modul
total (space),,"totalt, sammanlagt",,GEN,ADJ,DOS,MS-DOS,generell term
total allocation units (CHKDSK),,totalt antal datablock ,,GEN,N,DOS,MS-DOS,generell term
total backup,,fullständig säkerhetskopiering,,TXT,N,DOS,MS-DOS,Backup-modul
total disk space,,totalt diskutrymme,,GEN,N,DOS,MS-DOS,generell term
Total Files,,Totalt antal filer,,DIA,N,DOS,MS-DOS,Backup-modul
track,,spår,,GEN,N,DOS,MS-DOS,generell term
Tracking,,Spårning,,GEN,N,DOS,MS-DOS,Undel-modul
transient (COMMAND.COM),,tillfällig,,GEN,ADJ,DOS,MS-DOS,generell term
Tree,,Träd,,BUT,N,DOS,MS-DOS,Backup-modul
tree (structure),,träd,,GEN,N,DOS,MS-DOS,generell term
tree pane,,trädruta,,TXT,N,DOS,MS-DOS,Backup-modul
Trojan,,Trojansk,,TXT,ADJ,DOS,MS-DOS,MSAVF-modul
Trojan horses,,"Trojansk häst, virus av typen trojansk häst",,TXT,N,DOS,MS-DOS,MSAVF-modul
TSR,,minnesresidenta program (TSR),,DIA,N,DOS,MS-DOS,Backup-modul
type [v],,skriva,,GEN,V,DOS,MS-DOS,generell term
unconditional  (format) ,,ovillkorligt,,GEN,ADJ,DOS,MS-DOS,generell term
Undelete,,   Återställ,Å,COM,V,DOS,MS-DOS,Undel-modul
Undelete,,Återställ,,GEN,V,DOS,MS-DOS,generell term
Undelete to...,,   Återställ till...,T,COM,N,DOS,MS-DOS,Undel-modul
Undeleting File,,Återställer fil,,GEN,N,DOS,MS-DOS,Undel-modul
Undeleting Network Files,,Återställer nätverksfiler,,GEN,N,DOS,MS-DOS,Undel-modul
underscore,,"understreck (_), stryka under",,GEN,N,DOS,MS-DOS,generell term
unformat,,ta bort formatering,,GEN,N,DOS,MS-DOS,generell term
Unit Allocated,,Allokerad enhet,,TXT,N,DOS,MS-DOS,Defrag
Units Used,,Använda enheter,,TXT,N,DOS,MS-DOS,Defrag
Unknown,,okänd/okänt/okända,,GEN,ADJ,DOS,MS-DOS,Undel-modul
Unknown command,,Okänt kommando,,TXT,N,DOS,MS-DOS,Backup-modul
unknown media,,okänt medium,,GEN,N,DOS,MS-DOS,generell term
Unknown unit,,Okänd enhet,,TXT,N,DOS,MS-DOS,Backup-modul
Unprotected,,icke skrivskyddat,,GEN,N,DOS,MS-DOS,generell term
unrecoverable error,,icke rekonstruerbart fel,,GEN,N,DOS,MS-DOS,generell term
Unselect,,Avmarkera,,GEN,V,DOS,MS-DOS,Undel-modul
Unselect by Name...,,   Välj bort filer,B,COM,N,DOS,MS-DOS,Undel-modul
up arrow,,UPPIL,,GEN,N,DOS,MS-DOS,generell term
update,,"uppdatering(s), uppdatera(v)",,GEN,N,DOS,MS-DOS,generell term
Update,,Uppdatera,,BUT,V,DOS,MS-DOS,MSAVF-modul
updated,,uppdaterad,,GEN,ADJ,DOS,MS-DOS,generell term
upgraded,,uppgraderad,,GEN,ADJ,DOS,MS-DOS,generell term
Upper memory area,,övre minnesområdet,,GEN,N,DOS,MS-DOS,generell term
Upper memory block,,övre minnesblock,,GEN,N,DOS,MS-DOS,generell term
Use Error Correction,,Använd felrättning,,CHX,N,DOS,MS-DOS,Backup-modul
Use Error Correction on Diskettes,,Använd felrättning på disketter,,CHX,N,DOS,MS-DOS,Backup-modul
Use expanded memory,,Använd expanderat minne,,OPT,N,DOS,MS-DOS,Defrag
Use extended memory,,Använd utökat minne,,OPT,N,DOS,MS-DOS,Defrag
Use Mirror File,,   Använd spegelfil,,GEN,N,DOS,MS-DOS,Undel-modul
Use slow expanded memory,,Använd långsamt expanderat minne,,OPT,N,DOS,MS-DOS,Defrag
"user stack (assembler,DEBUG)",,användarstack,,GEN,N,DOS,MS-DOS,generell term
user's guide,,användarhandbok,,GEN,N,DOS,MS-DOS,generell term
User's Guide and Reference,,Användar- och Referenshandbok,,GEN,N,DOS,MS-DOS,generell term
Using Help,,   Använda Hjälp,A,COM,V,DOS,MS-DOS,Backup-modul + Undel-modul
utility,,"tilläggsprogram, även ""tillbehör""",,GEN,N,DOS,MS-DOS,generell term
Utility (disk),,tilläggsprogram,,GEN,N,DOS,MS-DOS,generell term
value,,värde,,GEN,N,DOS,MS-DOS,generell term
variable,,variabel,,GEN,N,DOS,MS-DOS,generell term
Variant virus,,Virusvariant,,TXT,N,DOS,MS-DOS,MSAVF-modul
Verification=Verify Backup Data,,Verifikation=Kontrollera säkerhetskopierade data,,CHX,N,DOS,MS-DOS,Backup-modul
Verify,,verifiera,,MNU,V,DOS,MS-DOS,Defrag
Verify,,verifiera,,TDB,V,DOS,MS-DOS,Defrag
Verify Backup Data,,Verifiera säkerhetskopior,,CHX,N,DOS,MS-DOS,Backup-modul
Verify Integrity,,Varna om fil har ändrats,V,CHX,N,DOS,MS-DOS,MSAVF-modul
Verify Restore Data,,Verifiera återställda data,,CHX,N,DOS,MS-DOS,Backup-modul
Verify Restored Files,,Verifiera återställda filer,,DIA,N,DOS,MS-DOS,Backup-modul
Version,,version,,BUT,N,DOS,MS-DOS,Backup-modul
Video and Mouse,,Bildskärm och mus,B,DIA,N,DOS,MS-DOS,Backup-modul
Video and Mouse Configuration,,Konfiguration för bildskärm och mus,,DIA,N,DOS,MS-DOS,Backup-modul
video mode,,videoläge,,GEN,N,DOS,MS-DOS,generell term
view,,"Visa, översikt(s), se",,GEN,N,DOS,MS-DOS,generell term
virtual DMA,,virtuell DMA,,TXT,N,DOS,MS-DOS,Backup-modul
virtual drive,,virtuell enhet,,GEN,N,DOS,MS-DOS,generell term
Virus,,Virus,,TXT,N,DOS,MS-DOS,MSAVF-modul
volume,,volym,,GEN,N,DOS,MS-DOS,generell term
"volume ID (FORMAT, same as label)",,"volymens namn, volym X",,GEN,N,DOS,MS-DOS,generell term
volume label,,volymetikett,,GEN,N,DOS,MS-DOS,generell term
Volume label,,volymetikett,,OPT,N,DOS,MS-DOS,Defrag
volume serial number,,volymens serienummer,,GEN,N,DOS,MS-DOS,generell term
Volumes Read,,Lästa volymer,,DIA,N,DOS,MS-DOS,Backup-modul
warning,,varning,,GEN,N,DOS,MS-DOS,generell term
Warning box,,varningsruta,,TXT,N,DOS,MS-DOS,Backup-modul
warning message,,varningsmeddelande,,GEN,N,DOS,MS-DOS,generell term
white space,,blankt utrymme,,GEN,N,DOS,MS-DOS,generell term
wildcard,,jokertecken,,GEN,N,DOS,MS-DOS,generell term
window,,fönster,,GEN,N,DOS,MS-DOS,generell term
Windows Backup,,Windows Backup,,GEN,N,DOS,MS-DOS,Backup-modul
word processor,,ordbehandlare,,GEN,N,DOS,MS-DOS,generell term
word wrapping,,automatiskt radbyte,,GEN,N,DOS,MS-DOS,generell term
Work drive,,Arbetsenhet,,DIA,N,DOS,MS-DOS,MSAVF-modul
working directory (see 'current directory'),,aktuell katalog,,GEN,N,DOS,MS-DOS,generell term
working drive (see 'current drive'),,aktuell enhet,,GEN,N,DOS,MS-DOS,generell term
"Working, Please wait",,Vänta... (i arbete) / Vänta,,TXT,N,DOS,MS-DOS,Defrag
Write fault,,Skrivfel,,TXT,N,DOS,MS-DOS,Backup-modul
write-protect tab,,skrivskyddsetikett,,GEN,N,DOS,MS-DOS,generell term
write-protected,,skrivskyddad,,GEN,ADJ,DOS,MS-DOS,generell term
Write-protected disk,,Skrivskyddad diskett,,TXT,N,DOS,MS-DOS,Backup-modul
XMA (board) emulator,,XMA-emulator,,GEN,N,DOS,MS-DOS,generell term
XMA board,,XMA-kort,,GEN,N,DOS,MS-DOS,generell term
XMA memory adaptor,,XMA (extended memory adapter),,GEN,N,DOS,MS-DOS,generell term
XMM(Extended Memory Manager),,hanterare för utökat minne (XMM),,GEN,N,DOS,MS-DOS,generell term
Yellow & Green,,Gul & grön,,OPT,ADJ,DOS,MS-DOS,Backup-modul
Your Time,,Passiv tid,,OPT,N,DOS,MS-DOS,Backup-modul
FALSE,,"falsk, även ""felaktig""",,GEN,ADJ,DOS,MS-DOS,generell term
