1 1/2 Space,1,"Riviväli 1,5",,COM,,Win,Standard,
1.2 MB,,"1,2 Mt",,DIA,,Win,Standard,
150 dots per inch,1,150 pistettä tuumalla,1,DIA,,Win,Standard,
16 Color bitmap,,16 värin bittikartta,,DIA,,Win,Standard,
24 hour,4,24 tuntia,4,DIA,,Win,Standard,
360 KB,,360 kt,,DIA,,Win,Standard,
386 Enhanced,W,386-tila,3,COM,,Win,Standard,
386 Enhanced Mode,,386-tila,,GEN,,Win,Standard,
50% Gray,,50 % harmaa,,DIA,,Win,Standard,
Abort ,,Keskeytä,,COM,,DOS,Standard,
Abort,,Keskeytä,,BUT,,Win,Standard,general button
About,,Tietoja  ,T,COM,,Win,Standard,
access key,,valintanäppäin,,GEN,,Win,Standard,
accessories,,apuohjelmat,,GEN,,Win,Standard,
Activate,A,Aktivoi,A,BUT,,Win,Standard,
Active,V,Aktiivinen,I,DIA,,Win,Standard,
Active Border,,Aktiivinen reuna,,DIA,,Win,Standard
Active Title Bar,,Aktiivinen otsikkorivi,,DIA,,Win,Standard
Active Title Bar Text,,Aktiivisen otsikkorivin teksti,,DIA,,Win,Standard
active window,,aktiivinen ikkuna,,GEN,,Win,Standard
Add,,Lisää,,COM,,Win,Standard
Add Color,A,Lisää väri,L,BUT,,Win,Standard
Add Echo,A,Lisää kaiku,,COM,,Win,Standard
Add Fonts,A,Lisää fontteja,F,DIA,,Win,Standard
Add Printer,D,Lisää kirjoitin,R,BUT,,Win,Standard
Advanced,A,Lisäasetukset,L,BUT,,Win,Standard
Advanced,A,Lisäasetukset,L,BUT,,Win,Standard
Advanced Options,,Lisäasetukset,,DIA,,Win,Standard
Advanced Settings for ,,Lisäasetukset  -lle,,DIA,,Win,Standard
Alarm,A,Hälytys,H,MNU,,Win,Standard
Alarm Controls,,Hälytinasetukset,,TDB,,Win,Standard
Alert Always,A,Hälytä aina,H,COM,,Win,Standard
Alignment,,Tasaus  ,S,COM,,Win,Standard
All,,Kaikki  ,K,OPT,,Win,Standard
All File Details,A,Kaikki tiedostotiedot,K,COM,,Win,Standard
All files,,Kaikki tiedostot,,DIA,,Win,Standard
Allow Fast Paste,P,Salli nopea liittäminen,A,CHX,,Win,Standard
Already Downloaded,A,Valmiina kirjoittimessa,R,DIA,,Win,Standard
ALT,,ALT,,KEY,,Win,Standard
ALT GR,,ALT GR,,KEY,,Win,Standard
Alt+Space,,Alt+Välinäppäin,,CHX,,Win,Standard
Alt+Tab,,Alt+Sarkain,,CHX,,Win,Standard
Always on Top,,Aina päällimmäisenä  ,A,COM,,Win,Standard
Always Warn,A,Varoita aina,V,DIA,,Win,Standard
AM,A,AM,A,DIA,,Win,Standard
Analog,A,Analoginen,A,COM,,Win,Standard
"anchor, to",,kiinnittää,,GEN,,Win,Standard
Annotate,,Huomautus  ,H,COM,,Win,Standard
Annotation,,Huomautus,,TXB,,Win,Standard,
Append File,A,Liitä tiedoston loppuun,,CHX,,Win,Standard,
Append LF,A,Lisää LF,A,CHX,,Win,Standard,
application,,sovellus(ohjelma),,GEN,,Win,Standard,
application icon,,sovelluskuvake,,GEN,,Win,Standard,
Application Shortcut Key,A,Sovelluksen pikanäppäin,O,DIA,,Win,Standard,
application window,,sovellusikkuna,,GEN,,Win,Standard,
