graph,,graphique,,GEN,N,WIN,Standard,,
graphic,,graphisme,,GEN,N,WIN,Standard,"contrast to ""image; picture, art, bitmap, clipart"" etc.",
grayed,,estompé,,GEN,,WIN,Standard,"Use ""unavailable"" to refer to command in English.",
grid,,grille,,GEN,N,WIN,Standard,"Draw, Publisher",A set of lines that crisscross at right angles.
group,,groupe,,GEN,V,WIN,Standard,GUI Guide,
group box,,zone de groupe,,GEN,N,WIN,Standard,,
group icon,,icône de groupe,,GEN,N,WIN,Standard,,
group window,,fenêtre de groupe,,GEN,N,WIN,Standard,,
GUI (Graphical User Interface),,Interface graphique utilisateur ,,GEN,,WIN,Standard,"Also: ""Interface GUI""",
handle,,poignée,,GEN,N,WIN,Standard,,Re. computer graphics: a small square that is used for reshaping or moving a image.
handle,,pointeur,,GEN,N,WIN,Standard,,A pointer in programming; used this way in WinNT
hanging indent,,retrait négatif de première ligne,,GEN,N,WIN,Standard,,
hard copy,,sortie papier,,GEN,N,WIN,Standard,,
hard disk,,disque dur,,GEN,N,WIN,Standard,"Don't use ""hard drive"" in English",
hard return,,retour à la ligne obligatoire,,GEN,N,WIN,Standard,,
hardware,,matériel,,GEN,N,WIN,Standard,,
header,,en-tête,,GEN,N,WIN,Standard,Note that it is masculine,
heading,,titre,,GEN,N,WIN,Standard,,
heap,,tas (de mémoire),,GEN,N,WIN,Standard,,
help,,aide,,GEN,N,WIN,Standard,Re. the Help function.,
Help,,?,,MNU,,WIN,Standard,"The question mark has become standard, since there is usually not enough room on the menu bar.",
help window,,fenêtre d'aide,,GEN,N,WIN,Standard,GUI Guide,
HFS (Hierarchical File System),,Système de fichiers structuré en arborescence,,GEN,,WIN,Standard,"Especially helpful for the Mac, to replace the MFS",
Hide,,Masquer,,COM,,WIN,Standard,GUI Guide,
hide,,masquer,,GEN,V,WIN,Standard,GUI Guide,
high-density disk,,disque haute densité,,GEN,N,WIN,Standard,,
highlight,,mettre en surbrillance,,GEN,V,WIN,Standard,,"Changing the appearance of characters or graphics on the screen with the mouse. Same as ""selecting text""."
highlight,,surbrillance,,GEN,N,WIN,Standard,,
hint,,conseil,,GEN,N,WIN,Standard,For hints in manuals,
HOME,,ORIGINE (ORIG),,KEY,,WIN,Standard,Style Guide,
horizontal scroll bar,,barre de défilement horizontale,,GEN,N,WIN,Standard,GUI Guide,
horizontal split bar,,barre de fractionnement horizontale,,GEN,N,WIN,Standard,GUI Guide,
host computer,,ordinateur central,,GEN,N,WIN,Standard,,
hot key,,touche d'accès rapide,,GEN,N,WIN,Standard,,A one- or two-keystroke command that switches the use to a different program. 
hot link,,liaison interactive,,GEN,N,WIN,Standard,"Should be ""automatic link"" in English. The term Hot Link is trademarked.",
hot spot,,point d'impact,,GEN,N,WIN,Standard,,
hourglass pointer,,sablier,,GEN,N,WIN,Standard,GUI Guide,
How to use Help,,Utilisation de l'Aide,,COM,,WIN,Standard,GUI Guide,
hyphen,,trait d'union,,GEN,N,WIN,Standard,Style Guide,
Hyphenation,,Coupure de mots,,COM,,WIN,Standard,Style Guide,
I/O (input/output),,entrée(s)-sortie(s) (E/S),,GEN,,WIN,Standard,,
icon,,icône,,GEN,N,WIN,Standard,Note that it is feminine,
image,,image,,GEN,N,WIN,Standard,"As in ""disk images"". In contrast to ""picture; graphic etc.""",
impact printer,,imprimante à impact,,GEN,N,WIN,Standard,,
Important,,Important,,GEN,,WIN,Standard,For the title of a note in documentation,
In order to,,Pour,,GEN,N,WIN,Standard,For table heading,
inactive window,,fenêtre inactive,,GEN,N,WIN,Standard,GUI Guide
inch,,pouce,,GEN,N,WIN,Standard,Don't use the quotation mark as abbreviation in German.
index,,index,,GEN,N,WIN,Standard,
indexing,,indexation,,GEN,N,WIN,Standard,
Industry Standard Architecture (ISA),,norme ISA (Industry Standard Architecture),,GEN,,WIN,Standard,
informative message,,message,,GEN,,WIN,Standard,
inkjet printer,,imprimante à jet d'encre,,GEN,N,WIN,Standard,
input,,entrée,,GEN,N,WIN,Standard,
INS,,INS,,KEY,,WIN,Standard,Style Guide
Insert,,Insertion,,MNU,,WIN,Standard,GUI Guide
Insert File,,Insertion Fichier,,COM,,WIN,Standard,GUI Guide
Insert Object,,Insertion Objet,,COM,,WIN,Standard,GUI Guide
insertion point,,point d'insertion,,GEN,N,WIN,Standard,
installation,,installation,,GEN,N,WIN,Standard,
Installation Guide,,Guide d'installation,,GEN,,WIN,Standard,As a book/manual title.
Installer,,Installation,,GEN,,WIN,Standard,An Apple/Sys7 term.
instance,,instance,,GEN,,WIN,Standard,in object-oriented programming; used in NT
instance,,instance / occurrence ,,GEN,,WIN,Standard,according to context
integer,,entier/ nombre entier,,GEN,,WIN,Standard,
interactive message,,message interactif,,GEN,,WIN,Standard,
interface,,interface,,GEN,N,WIN,Standard,the visual representation to the user
interoperability,,interfonctionnement,,GEN,N,WIN,Standard,Relatively new term; watch for changes
interoperation,,interopération,,GEN,N,WIN,Standard,NT; advanced Server
intervening text,,texte intermédiaire,,GEN,N,WIN,Standard,
invalid,,non valide,,GEN,,WIN,Standard,As in error messages
ISA (Industry Standard Architecture),,norme ISA,,GEN,,WIN,Standard,
ISAM (indexed sequential access method),,Méthode d'accès séquentiel indexé,,GEN,,WIN,Standard,
ISDN (Integrated Services Digital Network),,Réseau numérique à intégration de services (RNIS),,GEN,,WIN,Standard,
ISO (International Organization for Standardization),,Association internationale de normalisation (ISO),,GEN,,WIN,Standard,
ISV (Independent Software Vendor),,Développeur indépendant (ISV),,GEN,,WIN,Standard,
italic,,en italique,,GEN,,WIN,Standard,
Italic,,Italique,,DIA,,WIN,Standard,GUI Guide
join,,jointure,,GEN,N,WIN,Standard,
join,,joindre,,GEN,V,WIN,Standard,
jump,,renvoi à un complément d'informations,,GEN,N,WIN,Standard,re. jump terms in Help
jump term,,appel à un complément d'informations,,GEN,N,WIN,Standard,re. jump terms in Help
Justified,,Justifié,,DIA,N,WIN,Standard,GUI Guide
justified,,justifié,,GEN,,WIN,Standard,
K (kilobyte),,Ko,,GEN,,WIN,Standard,Use a space between the number and the abbreviation: 640 KB.
KB (kilobyte),,Ko,,GEN,,WIN,Standard,Use a space between the number and the abbreviation: 640 KB.
key,,touche,,GEN,N,WIN,Standard,
key combination,,combinaison de touches,,GEN,N,WIN,Standard,
key name,,nom de touche,,GEN,N,WIN,Standard,
key sequence,,combinaison de touches,,GEN,N,WIN,Standard,
keyboard,,clavier,,GEN,N,WIN,Standard,
keypad,,pavé numérique,,GEN,N,WIN,Standard,"Should be ""numeric keypad"" in English."
keyword,,mot clé,,GEN,N,WIN,Standard,MS prfers no hyphen in Frn
kilobyte,,kilo-octet,,GEN,N,WIN,Standard,Style Guide
label,,étiquette,,GEN,N,WIN,Standard,GUI Guide,
LAN (Local Area Network),,Réseau local (LAN),,GEN,N,WIN,Standard,,
Landscape,,Paysage,,DIA,N,WIN,Standard,GUI Guide,
Language Reference,,Manuel de référence du langage,,GEN,N,WIN,Standard,As a book/manual title.,
laptop,,(ordinateur) portatif,,GEN,N,WIN,Standard,,
laser printer,,imprimante laser,,GEN,N,WIN,Standard,Style Guide,
later,,ultérieur(e),,GEN,,WIN,Standard,Re.  product version numbers,
layout,,disposition,,GEN,N,WIN,Standard,,
lazy writing,,écriture différée,,GEN,N,WIN,Standard,,
leader,,points de suite,,GEN,N,WIN,Standard,,"A row of dots, hyphens or other charcters used to lead the eye across a printed page."
leading zero,,zéro non significatif,,GEN,N,WIN,Standard,,A zero that precedes the most significant (leftmost) digit of a number.
left window border,,bordure gauche de la fenêtre,,GEN,N,WIN,Standard,GuiGuide,
less-than sign,,signe inférieur à (<),,GEN,N,WIN,Standard,,
less-than-or-equal-to sign,,signe inférieur ou égal à ,,GEN,N,WIN,Standard,The sign is ANSI 0163 in Symbol font,
letter quality,,qualité courrier,,GEN,,WIN,Standard,,"A level of print quality on dot-matrix printers that is better than draft quality. Compared to draft quality, near-letter quality and print quality."
LF (linefeed),,saut de ligne ,,GEN,,WIN,Standard,,
limited character space,,espace caractère limité,,GEN,N,WIN,Standard,
line,,ligne,,GEN,,WIN,Standard,GuiGuide
line break,,saut de ligne,,GEN,N,WIN,Standard,
linefeed,,saut de ligne,,GEN,N,WIN,Standard,
link,,lier,,GEN,V,WIN,Standard,GuiGuide
link,,liaison,,GEN,N,WIN,Standard,
linked object,,objet lié,,GEN,,WIN,Standard,GuiGuide
linked text and list box,,zones de liste et de texte liées,,GEN,,WIN,Standard,GuiGuide
list,,liste,,GEN,N,WIN,Standard,
list box,,liste / zone de liste,,GEN,N,WIN,Standard,
List Files of Type,,Types de fichiers,,DIA,,WIN,Standard,"Type du fichier, in new Mail version"
Ln (Line),,Li,,GEN,,WIN,Standard,Status bar abbreviation
Local Area Network (LAN),,réseau local (LAN),,GEN,,WIN,Standard,
locking,,verrouiller,,GEN,V,WIN,Standard,
log,,journal,,GEN,N,WIN,Standard,
log,,enregistrer / L(15)Cplacer (un message),,GEN,V,WIN,Standard,
log off from the network,,Se déconnecter du réseau,,GEN,V,WIN,Standard,,
log on to the network,,Se connecter au réseau,,GEN,V,WIN,Standard,,
logon domain,,domaine d'accès,,GEN,N,WIN,Standard,,
low memory,,mémoire insuffisante,,GEN,,WIN,Standard,,
low-density disk,,disque faible densité,,GEN,,WIN,Standard,,
lowercase,,minuscule,,GEN,,WIN,Standard,,
LPT,,LPT,,GEN,,WIN,Standard,,Logical device name for line printer
Macro,,Macro,,COM,,WIN,Standard,GuiGuide,
macro,,macro,,GEN,N,WIN,Standard,,A set of keystrokes and instructions recorded and saved under a short key code.
Mail Merge,,Fusion et publipostage,,COM,,WIN,Standard,see Word 6.0,
main application,,application principale,,GEN,N,WIN,Standard,GuiGuide,
main document,,document principal,,GEN,N,WIN,Standard,GuiGuide,
main memory,,mémoire principale,,GEN,N,WIN,Standard,,
manual link,,liaison manuelle,,GEN,N,WIN,Standard,GuiGuide,
map,,mapper,,GEN,V,WIN,Standard,,To translate one value into another.
Match Case,,Respecter la casse,,DIA,,WIN,Standard,New since W6.0 & Xl5,
Match Whole Word Only,,Mot entier,,DIA,,WIN,Standard,,
matrix,,matrice,,GEN,,WIN,Standard,,In math. an arrangement of rows and columns used for organizing related items.
Maximize,,Agrandissement,,COM,,WIN,Standard,Windows control menu,
maximize,,agrandir,,GEN,V,WIN,Standard,,
Mb (megabyte),,Mo (mégaoctet),,GEN,N,WIN,Standard,Use a space between the number and MB: 20 MB.,
measurement,,mesure,,GEN,N,WIN,Standard,,
media,,support,,GEN,N,WIN,Standard,,
Media Player,,lecteur multimédia,,GEN,,WIN,Standard,,
megabyte,,mégaoctet (Mo),,GEN,N,WIN,Standard,,
memory,,mémoire,,GEN,N,WIN,Standard,,
menu,,menu,,GEN,N,WIN,Standard,,
menu bar,,barre de menus,,GEN,N,WIN,Standard,,
menu command,,commande de menu,,GEN,N,WIN,Standard,GuiGuide,
menu name,,nom de menu,,GEN,N,WIN,Standard,GuiGuide,
menu option,,option de menu,,GEN,N,WIN,Standard,Used for some options in menus in WinNT Help,
merge,,fusionner,,GEN,V,WIN,Standard,,
message,,message,,GEN,N,WIN,Standard,a message the computer gives to the user,
message bar,,barre des messages,,GEN,N,WIN,Standard,,
message box,,message,,GEN,N,WIN,Standard,GuiGuide,
message line,,ligne de message,,GEN,N,WIN,Standard,GuiGuide,
method,,méthode,,GEN,N,WIN,Standard,,
Microsoft Product Support,,Support technique Microsoft,,GEN,,WIN,Standard,,
Microsoft User Hotline,,ligne directe / téléassistance ,,GEN,,WIN,Standard,,
MIDI (Musical Instrument Digital Interface),,MIDI (Musical Instrument Digital Interface),,GEN,,WIN,Standard,,
MIDI Sequencer,,séquenceur MIDI,,GEN,,WIN,Standard,GuiGuide,
Minimize,,Réduction,,COM,,WIN,Standard,In the Windows control menu.,
minimize,,réduire,,GEN,V,WIN,Standard,,
MIPS (millions of instructions per second),,million(s) d'instructions par seconde (MIPS),,GEN,,WIN,Standard,,
MIS (management information systems),,sytsème intégré de gestion (SIG),,GEN,,WIN,Standard,,"Whole definition is : ""système de traitement intégré de l'information appliqué à la gestion de l'entreprise"""
modal,,modal,,GEN,,WIN,Standard,used in VB,
modify,,modifier,,GEN,,WIN,Standard,,
monitor,,moniteur,,GEN,N,WIN,Standard,,
monochrome,,monochrome,,GEN,,WIN,Standard,,
monospace font,,police à espacement fixe,,GEN,,WIN,Standard,Used in Word,
More,,Suite,,BUT,,WIN,Standard,GuiGuide,
mouse,,souris,,GEN,N,WIN,Standard,,
mouse pointer,,pointeur de la souris,,GEN,N,WIN,Standard,GuiGuide,
Move,,Déplacer,,COM,,WIN,Standard,GuiGuide,
move,,déplacer,,GEN,V,WIN,Standard,GuiGuide,
movement keys,,touches de navigation,,GEN,,WIN,Standard,"Those keys on the keyboard that let the user move the cursor; including ""Home"", ""PgUp"" etc.",
MS-DOS (disk operating system),,système d'exploitation MS-DOS,,GEN,,WIN,Standard,,
MS-DOS prompt,,invite / message d'attente de MS-DOS,,GEN,,WIN,Standard,GuiGuide,
MultiFinder icon,,icône MultiFinder,,GEN,,WIN,Standard,Style Guide; an Apple term,
multiple-column,,à colonnes multiples,,GEN,,WIN,Standard,,
multitasking,,fonctionnement multitâche,,GEN,N,WIN,Standard,,A mode of operation offered by an operating system in which a computer works on more than one task at a time.
multiuser environment,,environnement multi-utilisateur,,GEN,,WIN,Standard,,
multiuser system,,multi-utilisateur,,GEN,N,WIN,Standard,,
navigate,,naviguer,,GEN,,WIN,Standard,"""parcourir"" has been reserved for ""browse""",
navigation button,,bouton de navigation,,GEN,,WIN,Standard,,
nested list,,liste imbriquée,,GEN,N,WIN,Standard,,
network,,réseau,,GEN,N,WIN,Standard,,
Network Administrator's Guide,,Guide de l'administrateur de réseau,,GEN,,WIN,Standard,As a book/manual title.,
network drive,,lecteur réseau,,GEN,N,WIN,Standard,,
New,,Nouveau,,COM,,WIN,Standard,GuiGuide,
New Window,,Nouvelle fenêtre,,COM,,WIN,Standard,GuiGuide,
newline character,,caractère de nouvelle ligne,,GEN,,WIN,Standard,Abbreviation: NL. Used in Word. ,A character  that causes teh cursor to move to the beginning of the new line.
Next,,Suivant,,COM,N,WIN,Standard,GuiGuide,
NL (newline character),,caractère de nouvelle ligne,,GEN,N,WIN,Standard,"see also ""newline character""",
non-proportional font,,police à espacement non proportionnel,,GEN,,WIN,Standard,,
non-Windows applications,,application non exploitée sous Windows,,GEN,,WIN,Standard,Should not be used in US,
nonbreaking hyphen,,trait d'union insécable,,GEN,N,WIN,Standard,,
nonbreaking space,,espace insécable,,GEN,N,WIN,Standard,,
nonimpact printer,,imprimante sans impact,,GEN,N,WIN,Standard,,
nonprinting character,,caractère non imprimable,,GEN,V,WIN,Standard,,
nonscrolling region,,texte qui ne disparaît pas au haut de l'écran pendant le défilement,,GEN,,WIN,Standard,Help compiler,
note,,remarque,,GEN,N,WIN,Standard,Style Guide,A note to a user in a manual.
Notepad,,Bloc-notes,,FIL,N,WIN,Standard,Windows,
NUM LOCK,,VERROUILLAGE NUMERIQUE (VERR.NUM)),,KEY,,WIN,Standard,Style Guide,
Number,,NOMBRE,,COM,,WIN,Standard,,
number,,nombre / numéro / chiffre,,GEN,N,WIN,Standard,According to context,
numbered list,,liste numérotée,,GEN,N,WIN,Standard,Style Guide,
numeric keypad,,pavé numérique,,GEN,N,WIN,Standard,,
numerics,,numériques,,GEN,N,WIN,Standard,,
object,,objet,,GEN,N,WIN,Standard,GuiGuide,
Object,,Objet,,COM,,WIN,Standard,GuiGuide,
object handle,,handle d'objet,,GEN,,WIN,Standard,Win NT,
object link,,liaison d'objet,,GEN,,WIN,Standard,,
Object Linking & Embedding (OLE),,L+L(13)Ciaison et incorporation d'objets (OLE),,GEN,,WIN,Standard,GuiGuide,
Object Packager,,Gestionnaire de liaisons,,GEN,,WIN,Standard,Windows,
object-oriented,,orienté objet,,GEN,,WIN,Standard,,
oblique,,oblique,,GEN,,WIN,Standard,"for fonts; similar to, but not the same as ""italic""",
OEM (original equipment manufacturer),,constructeur OEM,,GEN,,WIN,Standard,,
offline,,autonome / hors-ligne,,GEN,,WIN,Standard,,
OK,,OK,,DIA,,WIN,Standard,GuiGuide,
OLE (Object Linking & Embedding),,OLE (Liaison et incorporation d'objets),,GEN,,WIN,Standard,GuiGuide,
OLE application,,application OLE,,GEN,N,WIN,Standard,GuiGuide,
Online Help,,Aide en ligne,,GEN,,WIN,Standard,,
OOP (Object-Oriented Programming),,programmation orientée L(16)Cobjet,,GEN,,WIN,Standard,,
Open,,Ouvrir,,COM,,WIN,Standard,,
operating system,,système d'exploitation,,GEN,N,WIN,Standard,Style Guide,
operator,,opérateur,,GEN,,WIN,Standard,in Winword 2.0 in Summary info box,
OPTION,,OPTION,,KEY,,WIN,Standard,Style Guide,
option,,option,,GEN,N,WIN,Standard,GuiGuide,
option button,,option,,GEN,N,WIN,Standard,,A round button that the user can select in a group of mutually exclusive options.
optional hyphen,,trait d'union conditionnel,,GEN,N,WIN,Standard,,
Options,,Options,,COM,,WIN,Standard,GuiGuide,
ordinal number,,nombre ordinal,,GEN,,WIN,Standard,Style Guide
orientation,,orientation,,GEN,,WIN,Standard,
Orientation,,Orientation,,DIA,,WIN,Standard,re. paper for printing
orphan,,ligne orpheline,,GEN,,WIN,Standard,
OSI (Open Systems Interconnect),,modèle ISO/OSI (Interconnexion de systèmes ouverts),,GEN,,WIN,Standard,
outline,,plan / contour,,GEN,N,WIN,Standard,according to context
output,,sortie,,GEN,N,WIN,Standard,
override,,ne pas tenir compte de / remplacer / écraser,,GEN,V,WIN,Standard,according to context
overtype,,refrapper / remplacer,,GEN,V,WIN,Standard,
overview,,vue d'ensemble,,GEN,,WIN,Standard,
OVR (Overtype on),,RFP,,GEN,,WIN,Standard,Status bar abbreviation in Word6.
OVR (Overtype on),,FRAP,,GEN,,WIN,Standard,Status bar abbreviation inExcel5
package,,coffret,,GEN,,WIN,Standard,
packaging,,présentation / conditionnement,,GEN,N,WIN,Standard,"US term also used for ""package"""
page,,page,,GEN,N,WIN,Standard,
page break,,saut de page,,GEN,N,WIN,Standard,
PAGE DOWN,,PG. SUIV,,KEY,,WIN,Standard,Style Guide,
page layout,,mode Page,,GEN,,WIN,Standard,,The process of arranging text and graphics on the pages of a document.
page reference,,renvoi,,GEN,,WIN,Standard,,
Page Setup,,Mise en page,,COM,,WIN,Standard,GuiGuide,
PAGE UP,,PG. PREC,,KEY,,WIN,Standard,Style Guide,
pagination,,pagination,,GEN,,WIN,Standard,,
palette,,palette,,GEN,N,WIN,Standard,,
pane,,volet,,GEN,N,WIN,Standard,GuiGuide,
paper bin,,bac,,GEN,N,WIN,Standard,"to supersede ""magasin""",
paper feed,,alimentation papier,,GEN,N,WIN,Standard,,
paper format,,format,,GEN,N,WIN,Standard,,
paper size,,dimensions du papier,,GEN,,WIN,Standard,,
paper source,,alimentation papier,,GEN,N,WIN,Standard,,
Paragraph,,Paragraphe,,COM,N,WIN,Standard,GuiGuide,
paragraph mark,,marque de paragraphe,,GEN,N,WIN,Standard,,
parallel printer,,imprimante parallèle,,GEN,N,WIN,Standard,,
parent,,parent,,GEN,,WIN,Standard,,
parenthesis,,parenthèse,,GEN,N,WIN,Standard,Style Guide,
parse,,analyser / interpréter,,GEN,,WIN,Standard,,To break input into smaller chunks so that a program can act upon the information.
password,,mot de passe,,GEN,N,WIN,Standard,,
Paste,,Coller,,COM,,WIN,Standard,GuiGuide,
paste,,coller,,GEN,V,WIN,Standard,GuiGuide,
Paste Link,,Coller avec liaison,,COM,,WIN,Standard,GuiGuide,
Paste Special,,Collage spécial,,COM,,WIN,Standard,GuiGuide,
patent,,brevet,,GEN,N,WIN,Standard,,
path,,chemin d'accès,,GEN,N,WIN,Standard,,
pathname,,nom de chemin,,GEN,N,WIN,Standard,,
pause,,suspendre,,GEN,V,WIN,Standard,,
PAUSE ,,PAUSE,,KEY,,WIN,Standard,,
PC (personal computer),,PC (ordinateur personnel),,GEN,N,WIN,Standard,"Sometimes ""OP""",
PC compatible,,compatible,,GEN,,WIN,Standard,"That US expression should not be used.  Use ""IBM PC/AT and compatible""",
pen based computer,,ordinateur sans clavier,,GEN,N,WIN,Standard,"found also : ""à stylo optique""",
period,,point,,GEN,N,WIN,Standard,Style Guide,
permission,,autorisation,,GEN,N,WIN,Standard,,
Personal Computer,,ordinateur personnel,,GEN,,WIN,Standard,,
PG DN,,PG. SUIV,,KEY,,WIN,Standard,,
PG UP,,PG. PREC,,KEY,,WIN,Standard,,
pica,,pica,,GEN,,WIN,Standard,,"A measure used with printed type. It measures appr. 1/6 inch (0,42 cm)."
picture,,image,,GEN,,WIN,Standard,,
pie chart,,graphique à secteurs,,GEN,,WIN,Standard,,A type of graph that presents values as percentages (slices) of a whole.
pipe,,canal / redirection,,GEN,,WIN,Standard,,
pipe character,,le signe ¦,,GEN,,WIN,Standard,ANSI code: 0166,
pitch,,espacement,,GEN,,WIN,Standard,,"A measure, gen. used with monospace fonts, that describes the number of characters that fit in a horizontal inch; e.g. 10-pitch = 10 characters per inch."
pixel,,pixel,,GEN,,WIN,Standard,,Short for picture element. 
platform,,plate-forme,,GEN,,WIN,Standard,,
plot,,tracer / représenter,,GEN,V,WIN,Standard,correct usage depends on the context,To create a graphic or diagram by connecting points.
plural,,pluriel / au pluriel,,GEN,,WIN,Standard,,
point,,pointer,,GEN,V,WIN,Standard,GuiGuide,
pointer,,pointeur,,GEN,N,WIN,Standard,GuiGuide,
pointing device,,périphérique de pointage / pointeur,,GEN,N,WIN,Standard,,
poke,,écrire en mémoire vive,,GEN,V,WIN,Standard,,To store a byte into an absolute memory location.
pop-up menu,,menu contextuel,,GEN,N,WIN,Standard,"Should be called ""context-sensitive menu"" or ""shortcut menu""",
Portrait,,Portrait,,OPT,,WIN,Standard,GuiGuide,
POS (point of sale),,Point de vente,,GEN,,WIN,Standard,,
powerful,,puissant,,GEN,ADJ,WIN,Standard,re. a product or feature.,
preceding,,précédent,,GEN,,WIN,Standard,,
preemptive multitasking,,multitâche préemptif,,GEN,,WIN,Standard,NT,
preposition,,préposition,,GEN,N,WIN,Standard,,
prerelease,,première version,,GEN,N,WIN,Standard,,
presentation data,,données de présentation,,GEN,N,WIN,Standard,,
presentation format ,,format de présentation,,GEN,N,WIN,Standard,,
preset,,prédéfinir,,GEN,V,WIN,Standard,,
press,,appuyer,,GEN,V,WIN,Standard,,
press and hold down,,maintenir (la touche) enfoncé(e),,GEN,V,WIN,Standard,GuiGuide,
print,,imprimer,,GEN,V,WIN,Standard,
print area,,zone d'impression,,GEN,N,WIN,Standard,
print job,,impression / travail,,GEN,N,WIN,Standard,
Print Manager,,Gestionnaire d'impression,,GEN,N,WIN,Standard,GuiGuide
Print Preview,,Aperçu avant impression,,COM,,WIN,Standard,GuiGuide
print quality,,qualité d'impression,,GEN,N,WIN,Standard,GuiGuide
print queue,,file d'attente à l'impression,,GEN,N,WIN,Standard,
Print range,,Etendue,,DIA,,WIN,Standard,GuiGuide
PRINT SCREEN,,IMP.ECRAN,,KEY,,WIN,Standard,Style Guide
Print Setup,,Configuration de l'impression,,COM,,WIN,Standard,GuiGuide
print spooling,,impression en attente,,GEN,,WIN,Standard,
Print to File,,Imprimer dans un fichier,,DIA,,WIN,Standard,
Print Topic,,Imprimer la rubrique,,DIA,,WIN,Standard,GuiGuide
printer,,imprimante,,GEN,N,WIN,Standard,GuiGuide
Printer Guide,,Guide d'impression,,GEN,,WIN,Standard,As a book/manual title.
printer queue,,file d'impression,,GEN,N,WIN,Standard,Style Guide
Printer Setup,,Configuration de l'imprimante,,COM,,WIN,Standard,GuiGuide
printer-driver file,,fichier pilote d'imprimante,,GEN,N,WIN,Standard,
printing order,,ordre d'impression,,GEN,N,WIN,Standard,
priority,,priorité,,GEN,N,WIN,Standard,
privilege level,,niveau de privilège,,GEN,N,WIN,Standard,
procedure,,procédure,,GEN,N,WIN,Standard,re. procedures in documentation and in computer programs
Product Support,,Support technique,,COM,,WIN,Standard,
product support,,assistance technique,,GEN,,WIN,Standard,service après vente
program group,,groupe de programmes,,GEN,,WIN,Standard,GuiGuide
program item,,programme,,GEN,N,WIN,Standard,GuiGuide
Program Manager,,Gestionnaire de programmes,,GEN,,WIN,Standard,GuiGuide
Programmer's Guide,,Guide du programmeur,,GEN,,WIN,Standard,As a book/manual title.
Programmer's Reference,,Manuel de référence du programmeur,,GEN,,WIN,Standard,As a book/manual title.
progress indicator,,indicateur d'état / indicateur de déplacement,,GEN,N,WIN,Standard,
promotional sample,,échantillon,,GEN,N,WIN,Standard,
prompt,,invite / message d'attente,,GEN,N,WIN,Standard,
prompt,,demander / poser une question,,GEN,V,WIN,Standard,,
proof of purchase,,preuve d'achat,,GEN,N,WIN,Standard,MS customer has to prove that s/he has indeed bought the product and not acquired it some other way.,
PSS (Product Support Services),,assistance / support technique,,GEN,N,WIN,Standard,,
punctuation,,ponctuation,,GEN,N,WIN,Standard,Style Guide,
QBE (Query-by-Example),,interrogation par l'exemple,,GEN,N,WIN,Standard,,
query,,interroger / lancer une requête,,GEN,V,WIN,Standard,,
query,,requête,,GEN,N,WIN,Standard,,The process of extracting data from a database and presenting it for use.
query by example (QBE),,interrogation par l'exemple,,GEN,N,WIN,Standard,used this way in Access,
question mark pointer,,pointeur en forme de point d'interrogation,,GEN,,WIN,Standard,,
queue,,file d'attente,,GEN,N,WIN,Standard,,
Quick Reference,,Aide-mémoire,,GEN,,WIN,Standard,As a book/manual title.,
Quit,,quitter,,COM,,WIN,Standard,GuiGuide,
quotation mark,,guillemet,,GEN,N,WIN,Standard,,
R/W (Read/Write),,L/E (Lecture/Ecriture),,GEN,,WIN,Standard,,
radio button,,case d'option,,GEN,N,WIN,Standard,"US should not use.  Should be ""option button"" instead",
RAM (Random Access Memory),,mémoire vive,,GEN,,WIN,Standard,,
range,,plage / sélection,,GEN,,WIN,Standard,,
RDBMS (relational database management system),,Système de gestion de base de données relationnelle (SGBDR),,GEN,,WIN,Standard,re. a block of cells,In spreadsheets: a block of selected cells; in general: spread between specified low and high values.
read-only,,en lecture seule,,GEN,,WIN,Standard,,
read-write permission,,accès en lecture-écriture,,GEN,N,WIN,Standard,,
README,,LISEZ-MOI,,FIL,,WIN,Standard,re. the name of the file,
reboot,,relancer,,GEN,,WIN,Standard,"US should not use. Use instead ""restart"".",
REC (Macro Recorder on),,ENR,,GEN,,WIN,Standard,"Status bar abbreviation for ""Enregistrement""",
record,,enregistrement,,GEN,N,WIN,Standard,,A data structure that is a collection of fields.
Record,,enregistrer,,COM,,WIN,Standard,GuiGuide,
recorder,,enregistreur,,GEN,N,WIN,Standard,GuiGuide,
recover,,récupérer,,GEN,V,WIN,Standard,,
redirect,,rediriger,,GEN,,WIN,Standard,,
redirector,,redirecteur,,GEN,,WIN,Standard,,
Redo,,Refaire,,BUT,,WIN,Standard,,
redo,,rétablir,,GEN,,WIN,Standard,,
reduce selection,,réduire la sélection,,GEN,,WIN,Standard,GuiGuide,
refresh,,actualiser / rafraîchir (l'écran),,GEN,V,WIN,Standard,,To reenergize. To retrace the screen at frequent intervals.  Also to update (check context)
registered trademark,,marque déposée,,GEN,,WIN,Standard,,
registration,,inscription,,GEN,N,WIN,Standard,,
registration API,,inscription API,,GEN,,WIN,Standard,,
registration card,,carte d'inscription,,GEN,,WIN,Standard,,
reinstall,,installer à nouveau,,GEN,,WIN,Standard,,
related topics,,rubriques connexes / voir aussi,,GEN,N,WIN,Standard,,
relational database,,base de données relationnelle,,GEN,,WIN,Standard,,
release,,publier,,GEN,V,WIN,Standard,re. software,
release,,lancement / diffusion,,GEN,N,WIN,Standard,,A particular version of a software.
remote,,à distance  /  distant  /  éloigné,,GEN,,WIN,Standard,,
remote access,,accès à distance ,,GEN,,WIN,Standard,,
