DDE (Dynamic Data Exchange),,,DDE (Dynamic Data Exchange) (dynamisk dataudveksling),,GEN,,WIN,Standard,
deactivate ,,,deaktivere,,GEN,V,WIN,Standard,
dealer,,,forhandler,,GEN,,WIN,Standard,
Decrease Speed,e,,Reducer hastigheden,r,COM,,WIN,Standard,GUI
Decrease Volume,d,,Reducer lydstyrken,c,COM,,WIN,Standard,GUI
Default,,,Standard,,DIA,,WIN,Standard,GUI
default,,,standard,,GEN,,WIN,Standard,"An operation or value that the system assumes, unless the user makes an explicit choice."
default button,,,standardknap,,GEN,,WIN,Standard,The command button that is invoked when the user presses the ENTER key.  A default button typically appears in a secondary window.
default option,,,standardindstilling,,GEN,,WIN,Standard,
default size,,,standardstørrelse,,GEN,,WIN,Standard,
Define,,,Definer,,BUT,,WIN,Standard,GUI
Define,d,,Definer,d,COM,,WIN,Standard,GUI - i Hjælp
define,,,definere,,GEN,V,WIN,Standard,
Degree symbol,,,gradtegn,,GEN,,WIN,Standard,°
Del,,,Del,,KEY,,WIN,Standard,Clear/Ryd
DEL,,,DEL,,KEY,,WIN,Standard,GUI
Delete,d,,Slet,s,COM,,WIN,Standard,GUI
delete,,,slette,,GEN,V,WIN,Standard,GUI  To remove an object (or value).  
Delete After Current Position,,,Slet fra nuværende position,s,COM,,WIN,Standard,GUI
Delete Before Current Position,,,Slet op til nuværende position,t,COM,,WIN,Standard,GUI
Denmark,,,Danmark,,GEN,,WIN,Standard,
Desktop,,,Desktop,,GEN,,WIN,Standard,"The visual work area that fills the screen.  The Desktop is also a container and as such, can be used as a convenient location to place objects stored in the file system.  "
destination application,,,destinationsprogram,,GEN,,WIN,Standard,GUI
destination document,,,destinationsdokument,,GEN,,WIN,Standard,GUI
Device,d,,Enhed,e,DIA,,WIN,Standard,GUI - system
dialog,,,dialogboks,,GEN,,WIN,Standard,
dialog box,,,dialogboks,,GEN,,WIN,Standard,GUI  A secondary window that is used to gather additional information from the user.
dialog box title,,,dialogbokstitel,,GEN,,WIN,Standard,GUI
Dialog Editor,,,Dialogeditor,,GEN,,WIN,Standard,
dimmed command,,,nedtonet kommando,,GEN,,WIN,Standard,
Direction,,,Retning ,,DIA,,WIN,Standard,GUI
direction key,,,piltast,,GEN,,WIN,Standard,
Directories,d,,Biblioteker ,b,DIA,,WIN,Standard,GUI
directory icon,,,biblioteksikon,,GEN,,WIN,Standard,GUI
disability,,,handicap,,GEN,,WIN,Standard,A skill level that is near the lower range for an average person.  
disassembling,,,disassemblering,,GEN,,WIN,Standard,
disconnect,,,frakoble/afbryde,,GEN,V,WIN,Standard,
disjoint selection,,,kompleks markering,,GEN,,WIN,Standard,A selection that consists of a set of objects that are not logically sequential or physically adjacent to each other.  Compare contiguous selection.
disk,,,disk,,GEN,,WIN,Standard,"en disk, disken, diske, diskene"
disk (floppy),,,diskette,,GEN,,WIN,Standard,
disk (hard disk),,,harddisk,,GEN,,WIN,Standard,"en harddisk, harddisken, harddiske, harddiskene "
Disk 1 - Setup,,,Diskette 1 - Installation,,GEN,,WIN,Standard,re: setup
Disk 2,,,Diskette 2,,GEN,,WIN,Standard,re: setup
DISK ASSY,,,DISK ASSY,,GEN,,WIN,Standard,ODBC disk labels - do not localize
disk drive,,,diskettedrev,,GEN,,WIN,Standard,
Disk Format,,,Disketteformat,,GEN,,WIN,Standard,re: setup
disk icon,,,disketteikon,,GEN,,WIN,Standard,GUI
disk-drive icon,,,diskdrevikon,,GEN,,WIN,Standard,
diskette,,,diskette,,GEN,,WIN,Standard,
display,,,se/få vist,,GEN,V,WIN,Standard,
display adapter,,,skærmkort,,GEN,,WIN,Standard,
Display program information,,,Viser programinformation,,TXT,,WIN,Standard,status bar message
DkAqua,,,Teal/DkCyan,,GEN,,WIN,Standard,
DkBlue,,,Navy,,GEN,,WIN,Standard,
DkGreen,,,Green,,GEN,,WIN,Standard,
DkGrey,,,Grey,,GEN,,WIN,Standard,
DkPurple,,,Purple/Dk Magenta,,GEN,,WIN,Standard,
DkRed,,,Maroon,,GEN,,WIN,Standard,
DkYellow,,,Olive/LtBrown,,GEN,,WIN,Standard,
DL (110 mm x 220 mm),,,M65  (110 x 220 mm),,GEN,,WIN,Standard,See ENVELOPE.DOC
DL Envelope,,,M65-konvolut,,GEN,,WIN,Standard,See ENVELOPE.DOC
DLL (Dynamic Link Library),,,DLL (Dynamic Link Library),,GEN,,WIN,Standard,"Se også ""dynamic link library"""
Do you want to continue?,,,Vil du fortsætte?,,TXT,,WIN,Standard,
Do you want to overwrite the file?,,,Skal filen overskrives?,,TXT,,WIN,Standard,
Do you want to save changes to X?,,,Skal ændringerne i X gemmes?,,TXT,,WIN,Standard,
Document,d,,Dokument,d,COM,,WIN,Standard,GUI
document file icon,,,dokumentfilikon,,GEN,,WIN,Standard,GUI
document icon,,,dokumentikon,,GEN,,WIN,Standard,GUI
Document No,,,Artikelnr.,,GEN,,WIN,Standard,Copyright page i doc. Det samme som Part No.
document window,,,dokumentvindue,,GEN,,WIN,Standard,GUI  A window that provides a primary view of an object (typically its contents). 
Dollar sign,,,dollartegn,,GEN,,WIN,Standard,$
domain,,,domain,,GEN,,WIN,Standard,"et domain, domainet, domains, domainene"
Done,,,Udført,,BUT,,WIN,Standard,GUI
double underline,d,,dobbelt understreget,d,GEN,,WIN,Standard,GUI
double-click,,,dobbeltklikke på,,GEN,V,WIN,Standard,GUI  (v.) To press and release a mouse button twice in rapid succession.  (n.) The act of double-clicking.  
double-drag,,,dobbeltklikke på og trække,,GEN,V,WIN,Standard,GUI
double-tap,,,dobbelttrykke,,GEN,,WIN,Standard,(v.) To press and lift the pen tip twice in rapid succession.  It is typically interpreted as the double-click of the mouse. (n.) The act of double-tapping.  
Down,d,,Fremad ,f,OPT,,WIN,Standard,GUI
DOWN ARROW,,,PIL NED,,KEY,,WIN,Standard,GUI
down scroll arrow,,,rullepil ned,,GEN,,WIN,Standard,GUI
download,,,overføre,,GEN,V,WIN,Standard,
drag,,,trække,,GEN,V,WIN,Standard,GUI  To press and hold a mouse button (or press the pen tip) while moving the mouse (or pen)
drag-and-drop,,,trække og slippe,,GEN,V,WIN,Standard,"GUI  A technique for moving, copying, or linking an object by dragging.  The interpretation the operation is negotiated between the source and its destination. "
drive icon,,,drevikon,,GEN,,WIN,Standard,GUI
driver,,,driver,,GEN,,WIN,Standard,"en driver, driveren, drivere, driverne"
Drives,v,,Drev ,d,DIA,,WIN,Standard,GUI
drop,,,slippe,,GEN,V,WIN,Standard,GUI
drop-down arrow,,,rullepil,,GEN,,WIN,Standard,
drop-down combo box,,,kombinationsboks med rullepil,,GEN,,WIN,Standard,GUI  A standard Windows control that combines the characteristics of a text box with a drop-down list box
drop-down list,,,rulleliste,,GEN,,WIN,Standard,
drop-down list box,,,rulleliste,,GEN,,WIN,Standard,"GUI  A standard Windows control that displays a current setting, but that can be opened to display a list of choices.  "
drop-down menu,,,rullemenu,,GEN,,WIN,Standard,GUI  A menu that is displayed from a menu bar. 
duplicate,,,duplikere,,GEN,V,WIN,Standard,
Dutch,,,nederlandsk (hollandsk),,GEN,,WIN,Standard,
dynamic link library,,,DLL-biblioteksfil,,GEN,,WIN,Standard,
Earlier in this chapter,,,Tidligere i dette kapitel,,GEN,,WIN,Standard,
edit,,,redigere,,GEN,V,WIN,Standard,
Edit,e,,Rediger  ,r,MNU,,WIN,Standard,GUI
edit  box,,,redigeringsboks,,GEN,,WIN,Standard,
edit control,,,redigeringsboks,,GEN,,WIN,Standard,
Effects,,,Effekter,e,DIA,,WIN,Standard,GUI
EGA,,,EGA,,GEN,,WIN,Standard,
EGA or higher resolution video adapter compatible with Microsoft Windows 3.0 or later,,,"EGA eller et skærmkort til højere opløsning, som er kompatibelt med Microsoft Windows version 3.0 eller nyere",,GEN,,WIN,Standard,See PACK.DOC
ellipsis,,,ellipse,,GEN,,WIN,Standard,"GUI  The “...” suffix added to a menu item or button label to indicate that the command requires additional information to be completed.  When the user chooses the command, a dialog box is usually displayed for user input of this additional information.  "
Em dash,,,tankestreg,,GEN,,WIN,Standard,—
embed,,,integrere,,GEN,V,WIN,Standard,GUI
embedded,,,integreret,,GEN,,WIN,Standard,
embedded object,,,integreret objekt,,GEN,,WIN,Standard,"GUI  Data that retains its original editing and operation functionality (of its creating application), while it physically resides in another document."
En dash,,,tankestreg,,GEN,,WIN,Standard,–
END,,,END,,KEY,,WIN,Standard,GUI
Enhanced Graphics Adapter,,,Enhanced Graphics Adapter (EGA),,GEN,,WIN,Standard,
Enlarge window to full size,,,Forstørrer vinduet til fuld størrelse,,TXT,,WIN,Standard,status bar message
Enlarges the window to its maximum size,,,Forstørrer vinduet til fuld størrelse,,TXT,,WIN,Standard,status bar message
ENTER,,,ENTER,,KEY,,WIN,Standard,"GUI - (Macintosh: Den alfanumeriske retur-tast hedder RETUR for Mac, den numeriske hedder ENTER.)"
enter ,,,skrive,,GEN,V,WIN,Standard,GUI
enter ,,,indsætte,,GEN,V,WIN,Standard,
ENTER (keypad),,,NUM ENTER,,KEY,,WIN,Standard,GUI
enter box ,,,redigeringsboks,,GEN,,WIN,Standard,
Equal sign,,,lighedstegn,,GEN,,WIN,Standard,=
Equation Editor,,,Equation Editor,,GEN,,WIN,Standard,Programnavn
erase,,,slette,,GEN,V,WIN,Standard,
Error,,,Fejl!,,GEN,,WIN,Standard,Alert message
error,,,fejl,,GEN,,WIN,Standard,
ESC,,,ESC,,KEY,,WIN,Standard,GUI
Estonia,,,Estland,,GEN,,WIN,Standard,
exactly,,,nøjagtigt,,GEN,,WIN,Standard,
Examples and demos,,,Eksempler ,,TXT,,WIN,Standard,"Main Help opening screen. See HELP.HLP. (CBT. not necessarily availble in Danish,.)"
Exclamation point,,,udråbstegn,,GEN,,WIN,Standard,!
execution,,,kørsel/udførelse,,GEN,,WIN,Standard,
existing,,,eksisterende,,GEN,,WIN,Standard,
Exit,x,,Afslut ,a,COM,,WIN,Standard,GUI
exit,,,afslutte,,GEN,V,WIN,Standard,
Exit and return to,x,,Afslut og vend tilbage til  ,a,COM,,WIN,Standard,GUI
expand,,,udvide,,GEN,V,WIN,Standard,GUI
expand,,,dekomprimere,,GEN,,WIN,Standard,I forb. med behandling af filer 
expanded memory,,,expanded memory,,GEN,,WIN,Standard,
express installation,,,standardinstallation,,GEN,,WIN,Standard,
express setup,,,standardinstallation,,GEN,,WIN,Standard,
extend selection,,,udvide markering,,GEN,V,WIN,Standard,GUI
Extend selection on (EXT),,,UDV,,GEN,,WIN,Standard,GUI - forkortelse på statuslinjen
extended memory,,,extended memory,,GEN,,WIN,Standard,Memory over and above 1 MB?
extended selection,,,udvidet markering,,GEN,,WIN,Standard,"A selection technique that is optimized for selection of a single object or single range using contiguous selection techniques (that is, canceling any existing selection when a new selection is made).  However, it also supports modifying an existing selec"
extended selection list box,,,"liste, der tillader udvidet markering",,GEN,,WIN,Standard,"A list box that supports multiple selection, but is optimized for a selection of a single object or single range.  See also extended selection and list box.  "
feature,,,funktion/egenskab/facilitet/parameter,,GEN,,WIN,Standard,Generelt: software feature - facilitet
file,,,fil,,GEN,,WIN,Standard,
File ,f,,Filer  ,f,MNU,,WIN,Standard,GUI
file extension,,,filtypenavn,,GEN,,WIN,Standard,
file list box,,,filliste,,GEN,,WIN,Standard,
File Manager,,,Filhåndtering,,GEN,,WIN,Standard,GUI - program
File Name,n,,Filnavn ,n,TXB,,WIN,Standard,GUI
File not found.,,,Kan ikke finde filen.,,ERR,,WIN,Standard,
file series,,,filserie,,GEN,,WIN,Standard,
file type,,,filtype,,GEN,,WIN,Standard,
Find,f,,Søg,s,COM,,WIN,Standard,GUI
Find Next,f,,Find næste ,n,BUT,,WIN,Standard,GUI
Find What,n,,Søg efter ,s,TXB,,WIN,Standard,GUI
Finder,,,Finder,,GEN,,MAC,Standard,Macintosh
Finish,f,,Udfør,u,BUT,,WIN,Standard,Standardknap i guider
Finland,,,Finland,,GEN,,WIN,Standard,
Finnish,,,finsk,,GEN,,WIN,Standard,
flag,,,give besked/meddelelse om,,GEN,V,WIN,Standard,??
flag,,,flag,,GEN,N,WIN,Standard,
flag for,,,give besked/meddelelse om,,GEN,V,WIN,Standard,??
flash,,,blinke ,,GEN,V,WIN,Standard,
flexible disk,,,diskette,,GEN,,WIN,Standard,
floppy,,,diskette,,GEN,,WIN,Standard,
floppy disk,,,diskette,,GEN,,WIN,Standard,
folder,,,mappe,,GEN,,WIN,Standard,GUI  A type of container of objects (typically files).  
font,,,skrifttype,,GEN,,WIN,Standard,GUI  A set of attributes for characters.
Font,f,,Skrifttype ,s,TXB,,WIN,Standard,GUI
font box,,,skrifttypeboks,,GEN,,WIN,Standard,
font size,,,skriftstørrelse,,GEN,,WIN,Standard,The size of a font; typically represented in points.  
font size box,,,skriftstørrelsesboks,,GEN,,WIN,Standard,
Font Style,y,,Typografi ,t,TXB,,WIN,Standard,"GUI  The stylistic attributes of a font such as bold, italic, and underline. "
Fonts,,,Skrifttyper,,GEN,,WIN,Standard,re: setup
"For disk size in this carton, see top flap",,,Diskettestørrelse er angivet oven på pakken,,GEN,,WIN,Standard,See PACK.DOC
For distribution only with a new PC,,,Kun til nye PC'er,,GEN,,WIN,Standard,OEM. See also OEM.DOC
For distribution with networking hardware,,,Til netværkshardware,,GEN,,WIN,Standard,OEM. See also OEM.DOC
"For information on X, see X",,,Oplysninger om X finder du i X,,GEN,,WIN,Standard,documentation phrase
"For information on XXX, see ""YYY"", in ZZZ.",,,"Oplysninger om XXX finder du i afsnittet ""YYY"" i ZZZ.",,GEN,,WIN,Standard,
"For media information, see top flap",,,Medieinformation er angivet oven på pakken,,GEN,,WIN,Standard,See PACK.DOC
"For more information about XXX, see chapter 0 ""YYY"" in ZZZ.",,,"Yderligere oplysninger om XXX finder du i kapitel 0, ""YYY"", i ZZZ.",,GEN,,WIN,Standard,
"For product support, contact the manufacturer of your PC. Refer to the manual that came with your PC for the product-support telephone number.",,,Kontakt producenten af din computer for at få teknisk support. Telefonnummeret finder du i håndbogen til computeren. ,,GEN,,WIN,Standard,OEM. See also OEM.DOC
form feed,,,sideskift,,GEN,,WIN,Standard,
form feed character,,,sideskiftstegn,,GEN,,WIN,Standard,
format ,,,formatere ,,GEN,V,WIN,Standard,
Format ,t,,Formater  ,t,MNU,,WIN,Standard,GUI
FoxPro Files,,,FoxPro-filer,,GEN,,WIN,Standard,
France,,,Frankrig,,GEN,,WIN,Standard,
freeze,,,fryse,,GEN,V,WIN,Standard,GUI
Freeze Panes,f,,Frys ruder ,f,COM,,WIN,Standard,GUI
French,,,fransk,,GEN,,WIN,Standard,
From ,f,,Fra ,f,TXB,,WIN,Standard,GUI
Fucshia/Magenta,,,Lyslilla,,GEN,,WIN,Standard,
Full Menus,m,,Lange menuer ,m,COM,,WIN,Standard,GUI
function key,,,funktionstast,,GEN,,WIN,Standard,
Functions Reference,,,Funktioner,,GEN,,WIN,Standard,Navn på håndbog
gallery,,,galleri,,GEN,,WIN,Standard,GUI
Games,,,Underholdning,,GEN,,WIN,Standard,GUI - programgruppe i Windows
German,,,tysk,,GEN,,WIN,Standard,
Germany,,,Tyskland,,GEN,,WIN,Standard,
gesture,,,symbol,,GEN,,WIN,Standard,A set of lines (ink) drawn on the screen that is recognized and interpreted as a command or character.  See also ink.  
Get Edition Now,,,Hent udgave nu,,GEN,,MAC,Standard,Macintosh
Get Editions,,,Hent udgave,,GEN,,MAC,Standard,Macintosh
Getting Started,,,Introduktion,,GEN,,WIN,Standard,cbt
Getting started with...,,,Introduktion,,GEN,,WIN,Standard,Navn på håndbog
Glossary,g,,Leksikon  ,l,BUT,,WIN,Standard,GUI - i Hjælp
glyph,,,specialtegn,,GEN,,WIN,Standard,A generic term used to refer to any graphic or pictorial image such as may be used on a button or in a message box.  Compare icon.
Go To,,,Gå til,,BUT,,WIN,Standard,GUI
Go To,g,,Gå til,l,COM,,WIN,Standard,GUI
Goto/Gosub button,,,hopknap,,GEN,,WIN,Standard,GUI
GR_DA.LEX,,,GR_DA.LEX,,FIL,,WIN,Standard,
Graphical environment,,,Grafisk miljø,,GEN,,WIN,Standard,See PACK.DOC
grayed command,,,gråtonet kommando,,GEN,,WIN,Standard,GUI
Greater-than sign,,,større end-tegn,,GEN,,WIN,Standard,>
Greece,,,Grækenland,,GEN,,WIN,Standard,
Greek,,,græsk,,GEN,,WIN,Standard,
Green,,,Grøn,,GEN,,WIN,Standard,
Grey,,,Grå,,GEN,,WIN,Standard,
group,,,gruppere,,GEN,,WIN,Standard,GUI
group box,,,gruppeboks,,GEN,,WIN,Standard,GUI  A standard Windows control that can be used to group a set of controls.
group icon,,,gruppeikon,,GEN,,WIN,Standard,GUI
group window,,,gruppevindue,,GEN,,WIN,Standard,GUI
Guidelines,,,Retningslinjer,,GEN,,WIN,Standard,Alert message
handheld,,,bærbar,,GEN,,WIN,Standard,i forbindelse med hardware
handle,,,håndtere,,GEN,V,WIN,Standard,
handle,,,håndtag,,GEN,N,WIN,Standard,"An interface element added to an object that facilitates moving, sizing, reshaping, or other functions pertaining to an object.  "
Hard disk space required,,,Krævet plads på harddisken,,GEN,,WIN,Standard,See PACK.DOC
heavy,,,kraftig,,GEN,,WIN,Standard,
Hebrew,,,hebraisk,,GEN,,WIN,Standard,
height,,,højde,,GEN,,WIN,Standard,
Help,,,Hjælp,h,BUT,,WIN,Standard,GUI
Help,,,Hjælp,,GEN,,MAC,Standard,Macintosh
help,,,hjælpe,,GEN,V,WIN,Standard,
Help ,h,,Hjælp  ,h,MNU,,WIN,Standard,GUI
Help on Help,,,Hjælp om Hjælp,,GEN,,MAC,Standard,"Macintosh - note the second ""hjælp"" now start with uppercase - changed: July14/94"
help window,,,Hjælp-vindue,,GEN,,WIN,Standard,GUI
Hide,h,,Skjul  ,s,COM,,WIN,Standard,GUI
hide,,,skjule,,GEN,V,WIN,Standard,GUI
Hide active windows,,,Skjuler de aktive vinduer,,TXT,,WIN,Standard,status bar message
High density,,,high density,,GEN,,WIN,Standard,re: disks. See also DISKETTE.DOC
High memory,,,HIMEM,,,,,,Same as HIMEM
High resolution video adapter,,,Skærmkort til høj opløsning,,GEN,,WIN,Standard,See PACK.DOC
Higher microprocessor,,,Kraftigere mikroprocessor,,GEN,,WIN,Standard,See PACK.DOC
highlight,,,fremhæve,,GEN,V,WIN,Standard,
highlighted command,,,markeret kommando,,GEN,,WIN,Standard,
HIMEM,,,HIMEM,,,,,,First 64 KB of XMS.
Hint,,,Tip!,,GEN,,WIN,Standard,Alert message
Hint Bar,,,Tipboks,,GEN,,WIN,Standard,NT 3.5 - oct 94
History,t,,Oversigt ,o,BUT,,WIN,Standard,GUI - i Hjælp
hold,,,holde nede,,GEN,,WIN,Standard,"To continue pressing a keyboard key, mouse button, or pen tip at the same location.  "
HOME,,,HOME,,KEY,,WIN,Standard,GUI
horizontal scroll bar,,,vandret rullepanel,,GEN,,WIN,Standard,GUI
horizontal split bar,,,vandret delelinje,,GEN,,WIN,Standard,GUI
hot spot,,,aktivt punkt,,GEN,,WIN,Standard,"The specific portion of the pointer (or pointing device) that defines the exact location (or object) to which the user is pointing. Example: Help jump? For full explanation, see also Visual Basic 3.0 Help."
hot zone,,,aktiv zone,,GEN,,WIN,Standard,The area that a pointer’s (or pointing device’s) hot spot must be within to be considered to interact with a particular object or location.  
hotkey,,,hurtigtast,,GEN,,WIN,Standard,Tilføjet 12 juli94. Se også access key
hour ,,,tid / time,,GEN,,WIN,Standard,
hourglass,,,timeglas,,GEN,,WIN,Standard,GUI
How to use Help,h,,Brug af Hjælp  ,b,COM,,WIN,Standard,GUI
Hungarian,,,ungarsk,,GEN,,WIN,Standard,
Hungary,,,Ungarn,,GEN,,WIN,Standard,
HY_DA.LEX,,,HY_DA.LEX,,FIL,,WIN,Standard,
Hyphen,,,bindestreg,,GEN,,WIN,Standard,-
I beam,,,tekstmarkør,,GEN,,WIN,Standard,
I-beam pointer,,,tekstmarkør,,GEN,,WIN,Standard,GUI
Iceland,,,Island,,GEN,,WIN,Standard,
icon,,,ikon,,GEN,,WIN,Standard,GUI  A pictorial representation of an object.  Compare glyph.  
icon bar,,,ikonlinje,,GEN,,WIN,Standard,
Identifier,,,ID,,GEN,,WIN,Standard,fælleskøn (en ID)
ignore,,,ignorere,,GEN,V,WIN,Standard,
Important,,,Vigtigt!,,GEN,,WIN,Standard,Alert message
In This Chapter,,,I dette kapitel,,GEN,,WIN,Standard,documentation phrase
inactive,,,ikke-aktiv/inaktiv,,GEN,,WIN,Standard,The state of an object where the user’s input is not being directed.
inactive window,,,ikke-aktivt vindue,,GEN,,WIN,Standard,GUI
Increase Speed (by 100%),n,,Forøg hastigheden (med 100%),f,COM,,WIN,Standard,GUI
Increase Volume (by 25%),i,,Forøg lydstyrken (med 25%),ø,COM,,WIN,Standard,GUI
index,,,indeks,,GEN,,WIN,Standard,"There er two possible plural forms for ""indeks"". This the one MS uses."
Indonesia,,,Indonesien,,GEN,,WIN,Standard,
information,,,oplysninger/information/data,,GEN,,WIN,Standard,
information message,,,meddelelse,,GEN,,WIN,Standard,GUI
ink,,,pennestrøg,,GEN,,WIN,Standard,"The unrecognized, freehand drawing of lines on the screen with a pen"
ink edit ,,,pennestrøgsredigering,,GEN,,WIN,Standard,A standard Windows control for input and editing of “ink.”  See also ink.
input,,,input,,GEN,,WIN,Standard,"et input, inputtet, input, inputtene"
INS,,,INS,,KEY,,WIN,Standard,GUI
Insert,i,,Indsæt,i,MNU,,WIN,Standard,GUI
Insert ,,,Indsæt  ,i,COM,,WIN,Standard,GUI
Insert File,,,Indsæt fil,f,COM,,WIN,Standard,GUI
Insert Object,o,,Indsæt objekt,t,COM,,WIN,Standard,GUI
Insert Setup disk in drive A,,,Indsæt disketten Installation i drev A,,GEN,,WIN,Standard,re: setup
insertion point,,,indsætningspunkt,,GEN,,WIN,Standard,GUI  The location where text or graphics will be inserted.  
instability,,,ustabilitet,,GEN,,WIN,Standard,
Installation,,,Installation,,GEN,,WIN,Standard,re: disks. See also DISKETTE.DOC
Installation Disk,,,Installation,,GEN,,WIN,Standard,re: setup
Installation Guide,,,Installationshåndbog,,GEN,,WIN,Standard,Navn på håndbog
Installer,,,Installering,,GEN,,MAC,Standard,Macintosh
Installer script,,,Installeringsinstruks,,GEN,,MAC,Standard,Macintosh
instructions,,,vejledning/instruktioner,,GEN,,WIN,Standard,
Insufficient memory.,,,Der er ikke hukommelse nok.,,ERR,,WIN,Standard,
IntelliSense,,,IntelliSense,,GEN,,WIN,Standard,Office term - do not localize
interrupt,,,interrupt,,GEN,,WIN,Standard,"et interrupt, interruptet, interrupt, interruptene"
Ireland,,,Irland,,GEN,,WIN,Standard,
Irish English,,,engelsk (irsk),,GEN,,WIN,Standard,
Israel,,,Israel,,GEN,,WIN,Standard,
Italian (110 x 230 mm),,,Italiensk  (110 x 230 mm),,GEN,,WIN,Standard,See ENVELOPE.DOC
Italian Envelope,,,Italiensk konvolut,,GEN,,WIN,Standard,See ENVELOPE.DOC
italic,i,,kursiv ,k,GEN,,WIN,Standard,GUI
Italy,,,Italien,,GEN,,WIN,Standard,
item ,,,objekt/emne/punkt/element,,GEN,,WIN,Standard,
Japan,,,Japan,,GEN,,WIN,Standard,
Japanese,,,japansk,,GEN,,WIN,Standard,
job,,,job,,GEN,,WIN,Standard,"et job, jobbene, jobbet, job"
job,,,job,,GEN,,WIN,Standard,
justified,j,,lige margener ,l,GEN,,WIN,Standard,GUI
kapacity,,,kapacitet,,GEN,,WIN,Standard,
KB,,,KB,,GEN,,WIN,Standard,
KB ,,,KB,,GEN,,WIN,Standard,(e.g. 720 KB)
Keyboard,,,Tastatur ,t,COM,,WIN,Standard,GUI
Keyboard shortcuts,,,Genvejstaster,,GEN,,WIN,Standard,documentation title
keystroke,,,tastetryk/indtastning,,GEN,,WIN,Standard,
Kit No,,,Pakke nr.,,GEN,,WIN,Standard,See PACK.DOC
Korea,,,Korea,,GEN,,WIN,Standard,
Korean,,,koreansk,,GEN,,WIN,Standard,
label,,,etiket/mærke,,GEN,,WIN,Standard,
label ,,,etiket,,GEN,,WIN,Standard,GUI  The text or graphics associated with a control (sometimes referred to as a caption). 
label ,,,navngive,,GEN,V,WIN,Standard,
LAN (Local Area Network),,,LAN (Local Area Network) (lokalnet),,GEN,,WIN,Standard,
Landscape,l,,Liggende ,l,OPT,,WIN,Standard,"GUI  An orientation where the long dimension of a rectangular area (for example, screen or paper) is horizontal.  "
Laptop (Minimum) Installation,,,Minimuminstallation,,GEN,,WIN,Standard,
laptop installation,,,minimuminstallation,,GEN,,WIN,Standard,
Later in this chapter,,,Senere i dette kapitel,,GEN,,WIN,Standard,
Latvia,,,Letland,,GEN,,WIN,Standard,
Learning Guide,,,Lektioner,,GEN,,WIN,Standard,Navn på håndbog
left aligned,l,,venstrejusteret,v,GEN,ADJ,WIN,Standard,GUI
LEFT ARROW,,,VENSTRE PIL,,KEY,,WIN,Standard,GUI
left margin,,,venstremargen,,GEN,,WIN,Standard,
left scroll arrow,,,venstre rullepil,,GEN,,WIN,Standard,GUI
left window border,,,venstre vinduesramme,,GEN,,WIN,Standard,GUI
leftmost,,,yderst til venstre,,GEN,,WIN,Standard,
Less-than sign,,,mindre end-tegn,,GEN,,WIN,Standard,<
level,,,niveau,,GEN,,WIN,Standard,
Licence Agreement,,,Licensaftale,,GEN,,WIN,Standard,
licensed,,,licenseret,,GEN,ADJ,WIN,Standard,
licensed copies,,,antal licenserede kopier,,GEN,,WIN,Standard,Imprint text for packaging. See Lingua server \standard\legal\imprint
licensee,,,licenstager,,GEN,N,WIN,Standard,
Lime/Green,,,Lysegrøn,,GEN,,WIN,Standard,
line,,,linje,,GEN,,WIN,Standard,There are two possible spellings of this word. This the one MS uses.
Line (Ln),,,Li,,GEN,,WIN,Standard,GUI - forkortelse på statuslinjen
line break,,,linjeskift,,GEN,,WIN,Standard,
line style,,,linjetypografi,,GEN,,WIN,Standard,
line wrap,,,tekstombrydning,,GEN,,WIN,Standard,
link,,,kæde sammen,,GEN,V,WIN,Standard,GUI  (v.) To form a connection between two objects.  (n.) A reference to an object that is linked to another object
link,,,kæde,,GEN,N,WIN,Standard,
linked object,,,sammenkædet objekt,,GEN,,WIN,Standard,GUI
linked text and list box,,,kombineret tekstboks/liste,,GEN,,WIN,Standard,GUI
list,,,liste/oversigt/opstilling,,GEN,N,WIN,Standard,
list box,,,liste,,GEN,,WIN,Standard,GUI  A standard Windows control that displays a list of choices.
List Files of Type,t,,Filtype ,t,DIA,,WIN,Standard,GUI
list separator,,,listeseparator,,GEN,,WIN,Standard,
Lithuania,,,Litauen,,GEN,,WIN,Standard,
load,,,indlæse ,,GEN,V,WIN,Standard,
locales,,,landestandarder,,GEN,n,WIN,Standard,
Localised Dictionary,,,Danish Dictionary,,GEN,,MAC,Standard,Macintosh - See NAMES.DOC
Localised Thesaurus,,,Danish Thesaurus,,GEN,,MAC,Standard,Macintosh - See NAMES.DOC
localization,,,lokalisering,,GEN,,WIN,Standard,"The process of adapting software for different countries, languages, or cultures."
Lotus 1-2-3,,,Lotus 1-2-3,,GEN,,WIN,Standard,
loud speaker,,,højttaler,,GEN,,WIN,Standard,"There are two possible spellings of ""højttaler"". This the one MS uses."
Low density,,,low density,,GEN,,WIN,Standard,re: disks. See also DISKETTE.DOC
lower memory,,,konventionel hukommelse,,GEN,,WIN,Standard,Same as conventional memory.
LtAqua,,,Aqua/Cyan,,GEN,,WIN,Standard,
LtBlue,,,Blue,,GEN,,WIN,Standard,
LtGreen,,,Lime/Green,,GEN,,WIN,Standard,
LtGrey,,,Silver,,GEN,,WIN,Standard,
LtPurple,,,Fucshia/Magenta,,GEN,,WIN,Standard,
LtRed,,,Red,,GEN,,WIN,Standard,
