Look By,,Keresés iránya,,DIA,,WIN,WRKS3
Look by,,Keresés iránya,,DIA,,WIN,WRKS3
Look in,,Keresés módja,,DIA,,WIN,WRKS3
Magnification (%),,Mérték (%),,DIA,,WIN,WRKS3
Margins,,Margók,,DIA,,WIN,WRKS3
Match,,Keresés,,DIA,,WIN,WRKS3
Modem Test Status,,A modem teszt eredménye,,DIA,,WIN,WRKS3
Names:,,Névlista:,,DIA,,WIN,WRKS3
Number of Labels,,Címkék száma,,DIA,,WIN,WRKS3
Options,,Egyebek,,DIA,,WIN,WRKS3
Orientation,,Tájolás,,DIA,,WIN,WRKS3
Original size,,Eredeti méret,,DIA,,WIN,WRKS3
Parity,,Paritás,,DIA,,WIN,WRKS3
Percent,,Százalék,,DIA,,WIN,WRKS3
Percent Complete:,,Teljesítve:,,DIA,,WIN,WRKS3
Picture/Object...,,Kép/objektum...,,DIA,,WIN,WRKS3
Position,,Pozíció,,DIA,,WIN,WRKS3
Position Statistics,,Statisztika pozíciója,,DIA,,WIN,WRKS3
Print Range,,Nyomtatandó tartomány,,DIA,,WIN,WRKS3
Print which items,,Nyomtatandó tételek,,DIA,,WIN,WRKS3
Print which records,,Rekordok nyomtatása,,DIA,,WIN,WRKS3
Protection,,Védelem,,DIA,,WIN,WRKS3
Queries,,Lekérdezések,,DIA,,WIN,WRKS3
Receiving File:,,Fájl fogadása:,,DIA,,WIN,WRKS3
Report:,,Jelentés:,,DIA,,WIN,WRKS3
Results,,Eredmények,,DIA,,WIN,WRKS3
Return address:,,Feladó:,,DIA,,WIN,WRKS3
Sample,,Minta,,DIA,,WIN,WRKS3
Save File as Type:,,Fájltípus:,,DIA,,WIN,WRKS3
Scaling,,Méretezés,,DIA,,WIN,WRKS3
Send mail as,,Küldés,,DIA,,WIN,WRKS3
Sending File:,,Fájl küldése:,,DIA,,WIN,WRKS3
Sending Text:,,Szöveg küldése:,,DIA,,WIN,WRKS3
Series,,Adatsor,,DIA,,WIN,WRKS3
Series Labels,,Adatsor feliratok,,DIA,,WIN,WRKS3
Settings,,Beállítások,,DIA,,WIN,WRKS3
Shading,,Árnyékolás,,DIA,,WIN,WRKS3
Size,,Méret,,DIA,,WIN,WRKS3
Slices:,,Szeletek:,,DIA,,WIN,WRKS3
Spreadsheet and Database,,Számolótábla és adatbázis,,DIA,,WIN,WRKS3
Statistics,,Statisztika,,DIA,,WIN,WRKS3
Status,,Státusz,,DIA,,WIN,WRKS3
StatusAction:,,Jelenlegi státusz:,,DIA,,WIN,WRKS3
Stop bits,,Stopbitek,,DIA,,WIN,WRKS3
Style,,Változat,,DIA,,WIN,WRKS3
Text Transfers,,Szövegátvitel,,DIA,,WIN,WRKS3
Time,,Idõ,,DIA,,WIN,WRKS3
Toolbar Buttons,,Eszköztár nyomógombjai,,DIA,,WIN,WRKS3
Type,,Típus,,DIA,,WIN,WRKS3
Type of script:,,Parancslista típusa:,,DIA,,WIN,WRKS3
Unit Count:,,Egységek száma:,,DIA,,WIN,WRKS3
Units,,Egység,,DIA,,WIN,WRKS3
Units,,Mértékegység,,DIA,,WIN,WRKS3
Use Selection For Series:,,Adatsorok a kijelölés szerint:,,DIA,,WIN,WRKS3
Value (Y) Series,,Értéksorozat (Y),,DIA,,WIN,WRKS3
Vertical,,Függõleges,,DIA,,WIN,WRKS3
What to print,,Nyomtatandó,,DIA,,WIN,WRKS3
Wrap,,Sortörés,,DIA,,WIN,WRKS3
Clear Field Entry,,Mezõtartalom törlése,,MNU,,WIN,WRKS3
Delete,,Törlés,,MNU,,WIN,WRKS3
Edit,,Szerkesztés,,MNU,,WIN,WRKS3
File,,Fájl,,MNU,,WIN,WRKS3
Format,,Formátum,,MNU,,WIN,WRKS3
Gallery,,Diagramkészlet,,MNU,,WIN,WRKS3
Insert,,Beszúrás,,MNU,,WIN,WRKS3
Object,,Objektum,,MNU,,WIN,WRKS3
Phone,,Telefon,,MNU,,WIN,WRKS3
Settings,,Beállítások,,MNU,,WIN,WRKS3
Tools,,Eszközök,,MNU,,WIN,WRKS3
View,,Nézet,,MNU,,WIN,WRKS3
Window,,Ablak,,MNU,,WIN,WRKS3
1st line indent,,1. sor behúzása,,OPT,,WIN,WRKS3
3-D Rows,,3-D sorok,,OPT,,WIN,WRKS3
A category,,Kategóriák,,OPT,,WIN,WRKS3
A value (Y) series,,Értéksor (Y),,OPT,,WIN,WRKS3
Absolute,,Oldal,,OPT,,WIN,WRKS3
Across,,Vízszintes,,OPT,,WIN,WRKS3
Add values,,Értékek hozzáadása,,OPT,,WIN,WRKS3
All items,,Mind,,OPT,,WIN,WRKS3
All records,,Minden rekord,,OPT,,WIN,WRKS3
And,,És,,OPT,,WIN,WRKS3
Auto answer,,Automatikus felvétel,,OPT,,WIN,WRKS3
Bar B,,Oszlop B,,OPT,,WIN,WRKS3
Bold,,Félkövér,,OPT,,WIN,WRKS3
Bottom,,Lent,,OPT,,WIN,WRKS3
Bulleted,,Felsorolásjelzõ,,OPT,,WIN,WRKS3
Category labels,,Kategória felirata,,OPT,,WIN,WRKS3
Cell Contents,,Cellák tartalma,,OPT,,WIN,WRKS3
Cell Range,,Cellatartomány,,OPT,,WIN,WRKS3
Center,,Középre zárt,,OPT,,WIN,WRKS3
Centimeters,,Centiméter,,OPT,,WIN,WRKS3
Character mark,,Másként jelölt,,OPT,,WIN,WRKS3
Character Style,,Betûtípus és változat,,OPT,,WIN,WRKS3
Column,,Oszlop,,OPT,,WIN,WRKS3
Comma,,Tagolt,,OPT,,WIN,WRKS3
contains,,tartalmazza,,OPT,,WIN,WRKS3
Currency,,Pénznem,,OPT,,WIN,WRKS3
Current date,,Aktuális dátum,,OPT,,WIN,WRKS3
Current indent,,Aktuális behúzás,,OPT,,WIN,WRKS3
Current record only,,Aktuális rekord,,OPT,,WIN,WRKS3
Current time,,Aktuális idõ,,OPT,,WIN,WRKS3
Dashed,,Szaggatott,,OPT,,WIN,WRKS3
Data,,Adat,,OPT,,WIN,WRKS3
Date,,Dátum,,OPT,,WIN,WRKS3
Date and Time,,Dátum és idõ,,OPT,,WIN,WRKS3
Day,,Nap,,OPT,,WIN,WRKS3
Decimal,,Tizedesjel,,OPT,,WIN,WRKS3
Descend B,,Csökkenõ B,,OPT,,WIN,WRKS3
Dial once,,Egyszeri tárcsázással,,OPT,,WIN,WRKS3
Document,,Dokumentum,,OPT,,WIN,WRKS3
Don't use,,Nem használt,,OPT,,WIN,WRKS3
Dotted,,Pontozott,,OPT,,WIN,WRKS3
Double,,Dupla,,OPT,,WIN,WRKS3
Down,,Függõleges,,OPT,,WIN,WRKS3
End-of-line mark,,Sor-vége jel,,OPT,,WIN,WRKS3
Envelope,,Boríték,,OPT,,WIN,WRKS3
Even,,Páros,,OPT,,WIN,WRKS3
Exponential,,Tudományos,,OPT,,WIN,WRKS3
Field,,Mezõ,,OPT,,WIN,WRKS3
Field entries only,,Csak a bejegyzések,,OPT,,WIN,WRKS3
Fields,,Mezõnként,,OPT,,WIN,WRKS3
Fill,,Kitöltve,,OPT,,WIN,WRKS3
Financial,,Pénzügyi,,OPT,,WIN,WRKS3
Fixed,,Tizedes,,OPT,,WIN,WRKS3
Formulas,,Képletek,,OPT,,WIN,WRKS3
Fraction,,Tört,,OPT,,WIN,WRKS3
Full page,,Teljes oldal,,OPT,,WIN,WRKS3
"Full page, keep proportions",,Arányos teljes oldal,,OPT,,WIN,WRKS3
General,,Normál,,OPT,,WIN,WRKS3
Hair,,Hajszál,,OPT,,WIN,WRKS3
Hanging indent,,Függõ behúzás,,OPT,,WIN,WRKS3
Hardware,,Hardver,,OPT,,WIN,WRKS3
Horizontal (X) series,,Adatsor (X),,OPT,,WIN,WRKS3
In-Line,,Szöveg,,OPT,,WIN,WRKS3
Inches,,Hüvelyk,,OPT,,WIN,WRKS3
Informational,,Tájékoztató,,OPT,,WIN,WRKS3
is equal to,,egyenlõ,,OPT,,WIN,WRKS3
is greater than,,nagyobb mint,,OPT,,WIN,WRKS3
is greater than or equal to,,nagyobb vagy egyenlõ mint,,OPT,,WIN,WRKS3
is less than,,kisebb mint,,OPT,,WIN,WRKS3
is less than or equal to,,kisebb vagy egyenlõ mint,,OPT,,WIN,WRKS3
is not equal to,,nem egyenlõ,,OPT,,WIN,WRKS3
Justified,,Sorkizárt,,OPT,,WIN,WRKS3
Labels,,Címkék,,OPT,,WIN,WRKS3
Landscape,,Fekvõ,,OPT,,WIN,WRKS3
Leading Zeros,,Vezetõ nullák,,OPT,,WIN,WRKS3
Left,,Balra zárt,,OPT,,WIN,WRKS3
Left Margin,,Bal margó,,OPT,,WIN,WRKS3
Logical,,Logikai,,OPT,,WIN,WRKS3
Main Document,,Fõdokumentum,,OPT,,WIN,WRKS3
Mark,,Jel,,OPT,,WIN,WRKS3
Millimeters,,Milliméter,,OPT,,WIN,WRKS3
Month,,Hónap,,OPT,,WIN,WRKS3
New chart,,Új diagram,,OPT,,WIN,WRKS3
New table,,Új táblázat,,OPT,,WIN,WRKS3
Next record,,Következõ rekord,,OPT,,WIN,WRKS3
Non-breaking hyphen,,Nem törhetõ kötõjel,,OPT,,WIN,WRKS3
Non-breaking space,,Nem törhetõ szóköz,,OPT,,WIN,WRKS3
None,,Nincs,,OPT,,WIN,WRKS3
Normal,,Normál,,OPT,,WIN,WRKS3
Number,,Szám,,OPT,,WIN,WRKS3
Numbered,,Számozott,,OPT,,WIN,WRKS3
Odd,,Páratlan,,OPT,,WIN,WRKS3
Optional hyphen,,Feltételes kötõjel,,OPT,,WIN,WRKS3
Orientation:,,Tájolás:,,OPT,,WIN,WRKS3
Other,,Egyebek,,OPT,,WIN,WRKS3
Pages,,Megadott tartomány,,OPT,,WIN,WRKS3
Paragraph Format,,Bekezdés-formátum,,OPT,,WIN,WRKS3
Percent,,Százalék,,OPT,,WIN,WRKS3
Percentages,,Százalékok,,OPT,,WIN,WRKS3
Pica,,Pica,,OPT,,WIN,WRKS3
Picture from File,,Kép fájlból,,OPT,,WIN,WRKS3
Points,,Pont,,OPT,,WIN,WRKS3
Portrait,,Álló,,OPT,,WIN,WRKS3
Print date,,Nyomtatás dátuma,,OPT,,WIN,WRKS3
Print filename,,Fájlnév,,OPT,,WIN,WRKS3
Print long date,,Nyomtatás teljes dátuma,,OPT,,WIN,WRKS3
Print page number,,Oldalszám,,OPT,,WIN,WRKS3
Print time,,Nyomtatás ideje,,OPT,,WIN,WRKS3
Pulse,,Impulzus,,OPT,,WIN,WRKS3
Quotation,,Idézet,,OPT,,WIN,WRKS3
Record,,Rekord,,OPT,,WIN,WRKS3
Records,,Rekordonként,,OPT,,WIN,WRKS3
Redial,,Ismételt tárcsázással,,OPT,,WIN,WRKS3
Right,,Jobbra,,OPT,,WIN,WRKS3
Row,,Sor,,OPT,,WIN,WRKS3
Rows,,Soronként,,OPT,,WIN,WRKS3
Screen size,,Képernyõméret,,OPT,,WIN,WRKS3
Show Cue Cards,,Kalauzok megjelenítése,,OPT,,WIN,WRKS3
Sign-on,,Bejelentkezés,,OPT,,WIN,WRKS3
Stacked,,Halmozott,,OPT,,WIN,WRKS3
Statistical,,Statisztikai,,OPT,,WIN,WRKS3
Subscript,,Alsó index,,OPT,,WIN,WRKS3
Subtract values,,Értékek kivonása,,OPT,,WIN,WRKS3
SUM,,SZUM,,OPT,,WIN,WRKS3
Superscript,,Felsõ index,,OPT,,WIN,WRKS3
Text,,Szöveg,,OPT,,WIN,WRKS3
Thick,,Vastag,,OPT,,WIN,WRKS3
Time,,Idõ,,OPT,,WIN,WRKS3
Together in rows,,Sorokkal együtt,,OPT,,WIN,WRKS3
Tone,,Dallam,,OPT,,WIN,WRKS3
Top,,Fent,,OPT,,WIN,WRKS3
True/False,,Igaz/Hamis,,OPT,,WIN,WRKS3
Turn off Cue Cards,,Kalauzok kikapcsolása,,OPT,,WIN,WRKS3
Under each column,,Minden rovat alatt,,OPT,,WIN,WRKS3
Use as area labels,,Feliratként,,OPT,,WIN,WRKS3
Use as legend,,Jelmagyarázatként,,OPT,,WIN,WRKS3
Use existing chart,,Létezõ diagram,,OPT,,WIN,WRKS3
Use existing spreadsheet range,,Meglévõ számolótábla tartománya,,OPT,,WIN,WRKS3
Values,,Értékek,,OPT,,WIN,WRKS3
Values only,,Csak az értékek,,OPT,,WIN,WRKS3
Weekday,,Hétköznap,,OPT,,WIN,WRKS3
1st page number:,,Kezdõ oldalszám:,,TDB,,WIN,WRKS3
About Microsoft Works,,Névjegy,,TDB,,WIN,WRKS3
Absolute,,Oldal,,TDB,,WIN,WRKS3
Alignment,,Igazítás,,TDB,,WIN,WRKS3
Apply Query,,Lekérdezés végrehajtása,,TDB,,WIN,WRKS3
AutoFormat,,Automatikus formázás,,TDB,,WIN,WRKS3
Bookmark Name,,Könyvjelzõnév,,TDB,,WIN,WRKS3
Border,,Szegély,,TDB,,WIN,WRKS3
Bottom margin:,,Alsó margó:,,TDB,,WIN,WRKS3
Bytes received:,,Fogadott bájtok száma:,,TDB,,WIN,WRKS3
Bytes sent:,,Elküldött bájtok száma:,,TDB,,WIN,WRKS3
Cancel,,Mégsem,,TDB,,WIN,WRKS3
Capture,,Befogás,,TDB,,WIN,WRKS3
Charts,,Diagramok,,TDB,,WIN,WRKS3
Choose A Directory,,Könyvtár kiválasztása,,TDB,,WIN,WRKS3
Column Width,,Oszlopszélesség,,TDB,,WIN,WRKS3
Columns,,Hasábok,,TDB,,WIN,WRKS3
Combination,,Kombinált diagram,,TDB,,WIN,WRKS3
Custom Labels,,Egyéni címke,,TDB,,WIN,WRKS3
Customize Works Toolbar,,Egyedi Works eszköztár,,TDB,,WIN,WRKS3
Data Labels,,Adatfeliratok,,TDB,,WIN,WRKS3
Delete Chart,,Diagram törlése,,TDB,,WIN,WRKS3
Delete Page Break,,Oldaltörés törlése,,TDB,,WIN,WRKS3
Delete Query,,Lekérdezés törlése,,TDB,,WIN,WRKS3
Delete Report,,Jelentés törlése,,TDB,,WIN,WRKS3
Dial Status,,Tárcsázási státusz,,TDB,,WIN,WRKS3
Directories:,,Az élõ könyvtár:,,TDB,,WIN,WRKS3
Drives:,,Lemezmeghajtó:,,TDB,,WIN,WRKS3
Duplicate Chart,,Diagram megkettõzése,,TDB,,WIN,WRKS3
Duplicate Query,,Lekérdezés megkettõzése,,TDB,,WIN,WRKS3
Duplicate Report,,Jelentés megkettõzése,,TDB,,WIN,WRKS3
Easy Connect,,Gyors kapcsolás,,TDB,,WIN,WRKS3
Edit Script,,Parancslista szerkesztése,,TDB,,WIN,WRKS3
Envelopes,,Boríték,,TDB,,WIN,WRKS3
Envelopes and Labels,,Borítékok és címkék,,TDB,,WIN,WRKS3
Field Name,,Mezõnév,,TDB,,WIN,WRKS3
Field Size,,Mezõméret,,TDB,,WIN,WRKS3
Fill Series,,Kitöltés sorozatban,,TDB,,WIN,WRKS3
Find,,Keresés,,TDB,,WIN,WRKS3
Find What:,,Keresendõ:,,TDB,,WIN,WRKS3
Font and Style,,Betûtípus és változat,,TDB,,WIN,WRKS3
Footer margin:,,Lábléc margó:,,TDB,,WIN,WRKS3
Footnote,,Lábjegyzet,,TDB,,WIN,WRKS3
From:,,Elsõ:,,TDB,,WIN,WRKS3
Gallery,,Diagramkészlet,,TDB,,WIN,WRKS3
Go To,,Ugrás,,TDB,,WIN,WRKS3
Header margin:,,Fejléc margó:,,TDB,,WIN,WRKS3
Headers and Footers,,Fejléc és lábléc,,TDB,,WIN,WRKS3
Height:,,Magasság:,,TDB,,WIN,WRKS3
Help,,Súgó,,TDB,,WIN,WRKS3
Horizontal Axis,,Vízszintes tengely,,TDB,,WIN,WRKS3
Horizontal:,,Vízszintes:,,TDB,,WIN,WRKS3
Hyphenation,,Elválasztás,,TDB,,WIN,WRKS3
Import Excel Spreadsheet,,Excel számolótábla importálása,,TDB,,WIN,WRKS3
In-Line,,Szöveg,,TDB,,WIN,WRKS3
Insert Chart,,Diagram beszúrása,,TDB,,WIN,WRKS3
Insert Field,,Mezõ beszúrása,,TDB,,WIN,WRKS3
Insert Field Entry,,Mezõtartalom beszúrása,,TDB,,WIN,WRKS3
Insert Field Name,,Mezõnév beszúrása,,TDB,,WIN,WRKS3
Insert Field Summary,,Összesítés beszúrása,,TDB,,WIN,WRKS3
Insert Function,,Függvény beszúrása,,TDB,,WIN,WRKS3
Insert Page Break,,Oldaltörés beszúrása,,TDB,,WIN,WRKS3
Insert Row,,Sor beszúrása,,TDB,,WIN,WRKS3
Label Entry,,Felirat beírása,,TDB,,WIN,WRKS3
Left margin:,,Bal margó:,,TDB,,WIN,WRKS3
Legend/Series Labels,,Jelmagyarázat/adatsor feliratok,,TDB,,WIN,WRKS3
Line,,Vonaldiagram,,TDB,,WIN,WRKS3
Mailing Labels,,Levélcímke,,TDB,,WIN,WRKS3
Margins,,Margók,,TDB,,WIN,WRKS3
Mixed Line and Bar,,Kombinált vonal- és oszlopdiagram,,TDB,,WIN,WRKS3
Modem Settings,,Modem beállítások,,TDB,,WIN,WRKS3
Modify Script,,Parancslista módosítása,,TDB,,WIN,WRKS3
Name Chart,,Diagram elnevezése,,TDB,,WIN,WRKS3
Name Query,,Lekérdezés elnevezése,,TDB,,WIN,WRKS3
Name Template,,Sablon átnevezése,,TDB,,WIN,WRKS3
Name:,,Név:,,TDB,,WIN,WRKS3
New Chart,,Új diagram,,TDB,,WIN,WRKS3
New Query,,Új lekérdezés,,TDB,,WIN,WRKS3
New Report,,Új jelentés,,TDB,,WIN,WRKS3
Number,,Szám,,TDB,,WIN,WRKS3
Number of Copies:,,Példányszám:,,TDB,,WIN,WRKS3
of document,,a dokumentum végére,,TDB,,WIN,WRKS3
Open,,Megnyitás,,TDB,,WIN,WRKS3
Open File As,,Megnyitás másként,,TDB,,WIN,WRKS3
Other Options,,Egyebek,,TDB,,WIN,WRKS3
Page #:,,Oldalszám:,,TDB,,WIN,WRKS3
Page Setup,,Oldalbeállítás,,TDB,,WIN,WRKS3
Paginating,,Tördelés,,TDB,,WIN,WRKS3
Paper size:,,Papírméret:,,TDB,,WIN,WRKS3
Paper source:,,Papíradagolás:,,TDB,,WIN,WRKS3
Paragraph,,Bekezdés,,TDB,,WIN,WRKS3
Paste Series,,Adatsorok beillesztése,,TDB,,WIN,WRKS3
Paste Special,,Irányított beillesztés,,TDB,,WIN,WRKS3
Patterns,,Mintázat,,TDB,,WIN,WRKS3
Patterns and Colors,,Minták és színek,,TDB,,WIN,WRKS3
Picture/Object,,Kép/objektum,,TDB,,WIN,WRKS3
Print,,Nyomtatás,,TDB,,WIN,WRKS3
Printer Setup,,Nyomtatóbeállítás,,TDB,,WIN,WRKS3
Printer:,,Nyomtató:,,TDB,,WIN,WRKS3
Printing,,Nyomtatás,,TDB,,WIN,WRKS3
Protection,,Adatvédelem,,TDB,,WIN,WRKS3
Radar,,Sugárdiagram,,TDB,,WIN,WRKS3
Range Name,,Tartománynév,,TDB,,WIN,WRKS3
Receive File,,Fájl fogadása,,TDB,,WIN,WRKS3
Record Height,,Rekordmagasság,,TDB,,WIN,WRKS3
Record Script,,Parancslista rögzítése,,TDB,,WIN,WRKS3
Rename Script,,Parancslista átnevezése,,TDB,,WIN,WRKS3
Replace,,Csere,,TDB,,WIN,WRKS3
Report Statistics,,Statisztikai jelentés,,TDB,,WIN,WRKS3
Reports,,Jelentések,,TDB,,WIN,WRKS3
Right margin:,,Jobb margó:,,TDB,,WIN,WRKS3
Right Vertical Axis,,Jobb oldali függõleges tengely,,TDB,,WIN,WRKS3
Row Height,,Sormagasság,,TDB,,WIN,WRKS3
Save As,,Mentés másként,,TDB,,WIN,WRKS3
Save As Template,,Mentés sablonként,,TDB,,WIN,WRKS3
Send File,,Fájl küldése,,TDB,,WIN,WRKS3
Send Text,,Szöveg küldése,,TDB,,WIN,WRKS3
Series,,Adatsorok,,TDB,,WIN,WRKS3
Settings,,Beállítások,,TDB,,WIN,WRKS3
Size,,Méret,,TDB,,WIN,WRKS3
Sort  Rows,,Sorok rendezése,,TDB,,WIN,WRKS3
Sort Records,,Rekordok rendezése,,TDB,,WIN,WRKS3
"Source, Size and Orientation",,"Adagolás, méret és tájolás",,TDB,,WIN,WRKS3
Space between records:,,Rekordok közötti térköz:,,TDB,,WIN,WRKS3
Special Character,,Speciális jel,,TDB,,WIN,WRKS3
Spelling,,Helyesírás,,TDB,,WIN,WRKS3
Spreadsheet/Table,,Számolótábla/táblázat,,TDB,,WIN,WRKS3
Spreadsheets:,,Számolótáblák:,,TDB,,WIN,WRKS3
Stacked Line,,Halmozott vonal,,TDB,,WIN,WRKS3
Startup,,Elindítás,,TDB,,WIN,WRKS3
Step by:,,Lépésköz:,,TDB,,WIN,WRKS3
Style,,Változat,,TDB,,WIN,WRKS3
Tabs,,Tabulátorok,,TDB,,WIN,WRKS3
Terminal,,Terminál,,TDB,,WIN,WRKS3
Test Label Printing,,Címkék próbanyomtatása,,TDB,,WIN,WRKS3
Text Wrap,,Tördelés,,TDB,,WIN,WRKS3
Thesaurus,,Szinonimaszótár,,TDB,,WIN,WRKS3
Titles,,Címek,,TDB,,WIN,WRKS3
Top margin:,,Felsõ margó:,,TDB,,WIN,WRKS3
Transfer,,Átvitel,,TDB,,WIN,WRKS3
Two Vertical Axes,,Két függõleges tengely,,TDB,,WIN,WRKS3
Vertical Axis,,Függõleges tengely,,TDB,,WIN,WRKS3
Vertical:,,Függõleges:,,TDB,,WIN,WRKS3
Welcome to Microsoft Works,,Kezdõ lépések,,TDB,,WIN,WRKS3
Width:,,Szélesség:,,TDB,,WIN,WRKS3
Zoom,,Nagyítás,,TDB,,WIN,WRKS3
Across page:,,Egymás mellett:,,TXB,,WIN,WRKS3
Chart height:,,Diagram magassága:,,TXB,,WIN,WRKS3
Down page:,,Egymás alatt:,,TXB,,WIN,WRKS3
File Name:,,Fájlnév:,,TXB,,WIN,WRKS3
Horizontal:,,Vízszintesen:,,TXB,,WIN,WRKS3
Left indent:,,Bal oldali behúzás:,,TXB,,WIN,WRKS3
Left margin,,Bal margó,,TXB,,WIN,WRKS3
Length:,,Magasság:,,TXB,,WIN,WRKS3
Name:,,Név:,,TXB,,WIN,WRKS3
Number of columns:,,Oszlopok száma:,,TXB,,WIN,WRKS3
Page length,,Oldalmagasság,,TXB,,WIN,WRKS3
Page width,,Oldalszélesség,,TXB,,WIN,WRKS3
Paper size:,,Papírméret:,,TXB,,WIN,WRKS3
Query:,,Lekérdezés:,,TXB,,WIN,WRKS3
Report Title:,,Jelentés címe:,,TXB,,WIN,WRKS3
Right indent:,,Jobb oldali behúzás:,,TXB,,WIN,WRKS3
Space after:,,Térköz utána:,,TXB,,WIN,WRKS3
Space before:,,Térköz elõtte:,,TXB,,WIN,WRKS3
Space between:,,Hasábköz:,,TXB,,WIN,WRKS3
Top margin:,,Felsõ margó:,,TXB,,WIN,WRKS3
Vertical:,,Függõlegesen:,,TXB,,WIN,WRKS3
Width:,,Szélesség:,,TXB,,WIN,WRKS3
10 x 14 in,,10 x 14 hüvelyk,,TXT,,WIN,WRKS3
Address Book,,Címjegyzék,,TXT,,WIN,WRKS3
After Paragraphs:,,Bekezdés után:,,TXT,,WIN,WRKS3
All Files (*.*)|*.*,,Minden fájl (*.*)|*.*,,TXT,,WIN,WRKS3
an envelope,,egy boríték,,TXT,,WIN,WRKS3
Answer Mode Off,,Hívásfogadás ki,,TXT,,WIN,WRKS3
Answer Mode On,,Hívásfogadás be,,TXT,,WIN,WRKS3
Append,,Hozzáfûzés,,TXT,,WIN,WRKS3
Area,,Terület,,TXT,,WIN,WRKS3
Auto Select,,Automatikus kiválasztás,,TXT,,WIN,WRKS3
Background:,,Háttér:,,TXT,,WIN,WRKS3
Baud rate:,,Sebesség (Baud):,,TXT,,WIN,WRKS3
Before Paragraphs:,,Bekezdés elõtt:,,TXT,,WIN,WRKS3
Between Lines:,,Sorköz:,,TXT,,WIN,WRKS3
Business Contacts,,Fájlkezelõ,,TXT,,WIN,WRKS3
Business Inventory,,Gyors-adatbázis,,TXT,,WIN,WRKS3
Busy,,Foglalt,,TXT,,WIN,WRKS3
Canada (French),,Kanada (francia),,TXT,,WIN,WRKS3
Category (X) Series:,,Kategóriasorozat (X):,,TXT,,WIN,WRKS3
Cell,,Cella,,TXT,,WIN,WRKS3
Change in Object,,Objektummódosítás,,TXT,,WIN,WRKS3
Change To:,,Új szöveg:,,TXT,,WIN,WRKS3
Changed Once: =,,Volt már ilyen javítás: =,,TXT,,WIN,WRKS3
Chart title:,,Diagram címe:,,TXT,,WIN,WRKS3
Choice,,Érték,,TXT,,WIN,WRKS3
Classic 1,,Klasszikus 1,,TXT,,WIN,WRKS3
Clear,,Törlés,,TXT,,WIN,WRKS3
CM Settings|*.wcm,,Adatátviteli beállítások|*.wcm,,TXT,,WIN,WRKS3
Colorful 1,,Színes 1,,TXT,,WIN,WRKS3
Colors:,,Színek:,,TXT,,WIN,WRKS3
Combination,,Kombinált,,TXT,,WIN,WRKS3
Commands:,,Parancsok:,,TXT,,WIN,WRKS3
Communications,,adatátvitel,,TXT,,WIN,WRKS3
Cond,,Feltétel,,TXT,,WIN,WRKS3
Connect,,Kapcsolás,,TXT,,WIN,WRKS3
Connecting to:,,Hívott állomás:,,TXT,,WIN,WRKS3
Connecting...,,Kapcsolatfelvétel...,,TXT,,WIN,WRKS3
Connection status...,,Kapcsolási státusz...,,TXT,,WIN,WRKS3
Copy Text\tCtrl+C,,Szöveg másolása\tCtrl+C,,TXT,,WIN,WRKS3
Cost,,Ár,,TXT,,WIN,WRKS3
Current database:,,Aktuális adatbázis:,,TXT,,WIN,WRKS3
Custom,,Egyéni,,TXT,,WIN,WRKS3
Custom Label Size,,Egyéni címkeméret,,TXT,,WIN,WRKS3
Custom Size,,Tetszõleges méret,,TXT,,WIN,WRKS3
Customer Profile,,Gyûjtemény katalógus,,TXT,,WIN,WRKS3
D size sheet,,D lap,,TXT,,WIN,WRKS3
Database,,Adatbázis,,TXT,,WIN,WRKS3
DateSerialNumber,,Dátum,,TXT,,WIN,WRKS3
Default number of decimals:,,Tizedesjegyek alapértéke:,,TXT,,WIN,WRKS3
Default Tab Spacing:,,Alapérték:,,TXT,,WIN,WRKS3
Default Tray,,Standard adagoló,,TXT,,WIN,WRKS3
Delete Envelope,,Borítéktörlés,,TXT,,WIN,WRKS3
Delete PageBreak,,Törlés (oldaltörés),,TXT,,WIN,WRKS3
Delete Row,,Sortörlés,,TXT,,WIN,WRKS3
Denmark,,Dánia,,TXT,,WIN,WRKS3
Dial Prefix,,Tárcsázás elõtagja,,TXT,,WIN,WRKS3
Dial Suffix,,Tárcsázás utótagja,,TXT,,WIN,WRKS3
Direct Connection,,Közvetlen kapcsolat,,TXT,,WIN,WRKS3
Drag and Drop,,Húzás,,TXT,,WIN,WRKS3
E size sheet,,E lap,,TXT,,WIN,WRKS3
East,,Kelet,,TXT,,WIN,WRKS3
Edit Object,,Objektumszerkesztés,,TXT,,WIN,WRKS3
Editing,,Szerkesztés,,TXT,,WIN,WRKS3
Entry,,Beírás,,TXT,,WIN,WRKS3
Envelope Feed,,Borítékadagoló,,TXT,,WIN,WRKS3
Error,,Hiba,,TXT,,WIN,WRKS3
Escape,,Kilépés,,TXT,,WIN,WRKS3
Example:,,Példa:,,TXT,,WIN,WRKS3
Field Width,,Mezõszélesség,,TXT,,WIN,WRKS3
File Organizer,,Fájlkezelõ,,TXT,,WIN,WRKS3
Fill Right,,Kitöltés (jobbra),,TXT,,WIN,WRKS3
Fill Series,,Kitöltés (sorozatban),,TXT,,WIN,WRKS3
Find What:,,Keresendõ:,,TXT,,WIN,WRKS3
Find What:,,Kicserélendõ:,,TXT,,WIN,WRKS3
Finland,,Finnország,,TXT,,WIN,WRKS3
First Line:,,Elsõ sor:,,TXT,,WIN,WRKS3
