Restore,,Ripristinare,,GEN,,WIN,STANDARD,Gestione delle finestre.
Restore button,,Pulsante di ripristino,,GEN,,WIN,STANDARD,Parte dello schermo.
Restore icon,,Pulsante di ripristino,,GEN,,WIN,STANDARD,
Resume,,Riprendi,,BUT,,WIN,STANDARD,
Retry,,Riprova,,BUT,,WIN,STANDARD,
Reverse,,Riproduci al contrario,,COM,,WIN,STANDARD,
Revert,,Ripristina,,COM,,WIN,STANDARD,
Ribbon,,Nastro,,GEN,,WIN,STANDARD,
Right aligned,,Allineato a destra,,GEN,,WIN,STANDARD,Formattazione di paragrafo.
Right arrow,,Freccia DESTRA,,KEY,,WIN,STANDARD,
Right scroll arrow,,Freccia di scorrimento Destra,,GEN,,WIN,STANDARD,Parte dello schermo.
Right Scroll Button,,Pulsante di scorrimento Destra,,GEN,,WIN,STANDARD,
Right window border,,Bordo destro della finestra,,GEN,,WIN,STANDARD,
Ruler,,Righello,,GEN,,WIN,STANDARD,Parte dello schermo.
Run,,Esegui,,COM,,WIN,STANDARD,
Sample,,Esempio,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
Save,,Salva,,COM,,WIN,STANDARD,
Save All,,Salva tutto,,COM,,WIN,STANDARD,
Save As,,Salva con nome,,COM,,WIN,STANDARD,
Save File as Type,,Tipo file,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
Scale,,Cambiare proporzioni,,GEN,,WIN,STANDARD,
Scale menu,,Scala,,MNU,,WIN,STANDARD,
Scaling,,Proporzioni,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
SCRL,,Bs,,GEN,,WIN,STANDARD,Abbreviazione barra di stato.
Scroll,,Scorrere,,GEN,,WIN,STANDARD,
Scroll arrow,,Freccia di scorrimento,,GEN,,WIN,STANDARD,Parte dello schermo.
Scroll bar,,Barra di scorrimento,,GEN,,WIN,STANDARD,Parte dello schermo.
Scroll box,,Casella di scorrimento,,GEN,,WIN,STANDARD,Parte dello schermo.
SCROLL LOCK,,Bloc scorr,,KEY,,WIN,STANDARD,
Search,,Cerca,,BUT,,WIN,STANDARD,Anche comando.
Search for Help on,,Cerca argomento,,COM,,WIN,STANDARD,
Sec,,Sez,,GEN,,WIN,STANDARD,Abbreviazione barra di stato.
Section,,Sezione,,COM,,WIN,STANDARD,
Select,,Attivare,,GEN,,WIN,STANDARD,Un pulsante di opzione; una casella di controllo.
Select,,Scegliere,,GEN,,WIN,STANDARD,Un menu a discesa.
Select,,Selezionare,,GEN,,WIN,STANDARD,
Selected command,,Comando selezionato,,GEN,,WIN,STANDARD,Parte dello schermo.
Selection,,Selezione,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
Selection cursor,,Cursore di selezione,,GEN,,WIN,STANDARD,Parte dello schermo.
Set,,Imposta,,BUT,,WIN,STANDARD,
Setup,,Imposta,,BUT,,WIN,STANDARD,
SHIFT,,Maiusc,,KEY,,WIN,STANDARD,
Short Menus,,Menu brevi,,COM,,WIN,STANDARD,
Shortcut key,,Tasto di scelta rapida,,GEN,,WIN,STANDARD,Tasto in combinazione con CTRL per l'accesso ai comandi dalla tastiera.
Show Tooltips,,Descrizione comandi,,CHX,,WIN,Standard,
Size,,Dimensione,,DIA,,WIN,STANDARD,Finestra di dialogo Carattere. Nella stessa finestra: Tipo; Stile; Effetti; Colore; Esempio.
Size,,Ridimensiona,,COM,,WIN,STANDARD,
Size,,Ridimensionare,,GEN,,WIN,STANDARD,Gestione delle finestre.
Sizing handle,,Quadratino di ridimensionamento,,GEN,,WIN,STANDARD,Parte dello schermo.
Slider,,Dispositivo di scorrimento,,GEN,,WIN,STANDARD,
Slider indicator,,Indicatore di scorrimento,,GEN,,WIN,STANDARD,
Small capitals,,Maiuscoletto,,GEN,,WIN,STANDARD,Formattazione di carattere.
Sound,,Suono,,COM,,WIN,STANDARD,
Sound board,,Scheda audio,,GEN,,WIN,STANDARD,
Sound Recorder,,Registratore di suoni,,GEN,,WIN,STANDARD,Nome applicazione Windows.
Source,,Alimentazione,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
Source application,,Applicazione di origine,,GEN,,WIN,STANDARD,
Source document,,Documento di origine,,GEN,,WIN,STANDARD,
SPACEBAR,,Barra spaziatrice,,KEY,,WIN,STANDARD,
Spin box,,Casella di selezione,,GEN,,WIN,STANDARD,
Split,,Dividere,,GEN,,WIN,STANDARD,Gestione delle finestre.
Split,,Dividi,,COM,,WIN,STANDARD,
Split bar,,Barra di divisione,,GEN,,WIN,STANDARD,Parte dello schermo.
Split box,,Casella di divisione,,GEN,,WIN,STANDARD,Parte dello schermo.
Startup,,Avvio,,GEN,,WIN,STANDARD,Nome gruppo di programmi Windows.
Status bar,,Barra di stato,,GEN,,WIN,STANDARD,Parte dello schermo.
Status-bar indicator,,Indicatore della barra di stato,,GEN,,WIN,STANDARD,Parte dello schermo.
Subfolder,,Sottocartella,,GEN,,WIN,STANDARD,
Submenu,,Sottomenu,,GEN,,WIN,STANDARD,Parte dello schermo.
Survival Guide,,Guida di orientamento,,GEN,,WIN,STANDARD,Titolo di manuale
Switch,,Passare a,,GEN,,WIN,STANDARD,Gestione delle finestre.
Switch To,,Passa a,,COM,,WIN,STANDARD,
Switch to,,Passare a,,GEN,,WIN,STANDARD,
SYS RQ,,Rsist,,KEY,,WIN,STANDARD,
System menu box,,Casella del menu di controllo,,GEN,,WIN,STANDARD,
Tab,,Scheda,,GEN,,WIN,STANDARD,Interfaccia utente.
TAB,,Tab,,KEY,,WIN,STANDARD,
Terminal,,Terminale,,GEN,,WIN,STANDARD,Nome applicazione Windows.
Text box,,Casella di testo,,GEN,,WIN,STANDARD,
Text frame,,Cornice di testo,,GEN,,WIN,STANDARD,
Tile,,Affianca,,COM,,WIN,STANDARD,
Tiled windows,,Finestra affiancata,,GEN,,WIN,STANDARD,Parte dello schermo.
Time,,Tempo,,COM,,WIN,STANDARD,
Title bar,,Barra del titolo,,GEN,,WIN,STANDARD,Parte dello schermo.
To,,A,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
Tool,,Strumento,,GEN,,WIN,STANDARD,Parte dello schermo.
Toolbar,,Barra degli strumenti,,GEN,,WIN,STANDARD,Parte dello schermo.
Toolbox,,Casella degli strumenti,,GEN,,WIN,STANDARD,
Tools menu,,Strumenti,,MNU,,WIN,STANDARD,
Top window border,,Bordo superiore della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Tracks,,Piste,,COM,,WIN,STANDARD,
Trash,,Cestino,,GEN,,WIN,STANDARD,
Tutorial,,Esercitazione,,COM,,WIN,STANDARD,
Two-headed arrow pointer,,Puntatore a freccia a due punte,,GEN,,WIN,STANDARD,
Two-headed split pointer,,Puntatore di divisione a due punte,,GEN,,WIN,STANDARD,
Type,,Digitare,,GEN,,WIN,STANDARD,
Unavailable command,,Comando non disponibile,,GEN,,WIN,STANDARD,Parte dello schermo.
Underline,,Sottolineato,,GEN,,WIN,STANDARD,Formattazione di carattere.
Undo,,Annulla,,COM,,WIN,STANDARD,
Unfreeze,,Sbloccare,,GEN,,WIN,STANDARD,Gestione delle finestre.
Unfreeze Panes,,Sblocca riquadri,,COM,,WIN,STANDARD,
Unhide,,Scopri,,COM,,WIN,STANDARD,
Up,,Su,,DIA,,WIN,STANDARD,Etichetta finestra di dialogo.
Up arrow,,Freccia SU,,KEY,,WIN,STANDARD,
Up scroll arrow,,Freccia di scorrimento Su,,GEN,,WIN,STANDARD,Parte dello schermo.
Update,,Aggiorna,,COM,,WIN,STANDARD,
Update,,Aggiornare,,GEN,,WIN,STANDARD,
Utilities menu,,Varie,,MNU,,WIN,STANDARD,
Value set,,Insieme di valori,,GEN,,WIN,STANDARD,
Vertical scroll bar,,Barra di scorrimento verticale,,GEN,,WIN,STANDARD,Parte dello schermo.
Vertical split bar,,Barra di divisione verticale,,GEN,,WIN,STANDARD,Parte dello schermo.
View,,Visualizzare,,GEN,,WIN,STANDARD,
View menu,,Visualizza,,MNU,,WIN,STANDARD,
Wallpaper,,Sfondo,,GEN,,WIN,STANDARD,Parte dello schermo.
Wild card characters,,Caratteri jolly,,GEN,,WIN,STANDARD,
Wildcard,,Carattere jolly,,GEN,,WIN,STANDARD,
Wildcard character,,Carattere jolly,,GEN,,WIN,STANDARD,
Window,,Finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Window background,,Sfondo della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Window border,,Bordo della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Window corner,,Angolo della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Window frame,,Cornice della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Window menu,,Finestra,,MNU,,WIN,STANDARD,
Window size,,Dimensioni della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Window title,,Titolo della finestra,,GEN,,WIN,STANDARD,Parte dello schermo.
Windows Setup,,Installazione di Windows,,GEN,,WIN,STANDARD,Nome applicazione Windows.
Workspace,,Area di lavoro,,GEN,,WIN,STANDARD,Parte dello schermo.
Yes,,Sì,,BUT,,WIN,STANDARD,
Zoom,,Zoom,,COM,,WIN,STANDARD,
Zoom in,,Zoom avanti,,DIA,,WIN,STANDARD,
Zoom out,,Zoom indietro,,DIA,,WIN,STANDARD,
