abbreviation,,abreviatura,,GEN,,WIN,Standard
IFS (installable file system),,sistema de archivos instalable (IFS),,GEN,,WIN,Standard,,
image,,imagen,,GEN,N,WIN,Standard,,duplicado
impact printer,,impresora de impacto,,GEN,N,WIN,Standard,,
Important,,Importante,,GEN,,WIN,Standard,,
inactive window,,ventana inactiva,,GEN,N,WIN,Standard,,
inch,,pulgada,,GEN,N,WIN,Standard,,
Independent Software Vendor (ISV),,fabricante independiente de software,,GEN,,WIN,Standard,,
index,,índice,,GEN,N,WIN,Standard,,
indexes,,índices,,GEN,N,WIN,Standard,,
indexing,,indización ,,GEN,V,WIN,Standard,,
Industry Standard Architecture (ISA),,arquitectura ISA,,GEN,,WIN,Standard,,
inkjet printers,,impresora de chorro de tinta,,GEN,N,WIN,Standard,,
input,,entrada,,GEN,N,WIN,Standard,,
INS,,INS,,KEY,,WIN,Standard,,
Insert,,Insertar,I,MNU,,WIN,Standard,,
Insert File,,Insertar archivo,d,COM,,WIN,Standard,,
Insert Object,,Insertar objeto,O,COM,,WIN,Standard,,
insertion point,,punto de inserción,,GEN,N,WIN,Standard,,
Installable file system (IFS),,Sistema de archivos instalable (IFS),,GEN,,WIN,Standard,,
installation,,instalación,,GEN,N,WIN,Standard,,
Installation Guide,,Guía de instalación,,GEN,,WIN,Standard,,
Installer,,instalador,,GEN,,WIN,Standard,,
instance,,instancia ,,GEN,,WIN,Standard,,
integer,,entero,,GEN,,WIN,Standard,,
interactive message,,mensaje interactivo,,GEN,,WIN,Standard,,
interface,,interfaz,,GEN,N,WIN,Standard,,Plural: las interfaces
interoperability,,interoperabilidad,,GEN,N,WIN,Standard
interoperation,,interoperación,,GEN,N,WIN,Standard
intervening text,,texto intermedio,,GEN,N,WIN,Standard
invalid,,no válido,,GEN,,WIN,Standard
ISA (Industry Standard Architecture),,arquitectura ISA,,GEN,,WIN,Standard
ISAM (indexed sequential access method),,método de acceso secuencial indizado (ISAM),,GEN,,WIN,Standard
ISDN (Integrated Services Digital Network),,red digital de servicios integrados (ISDN),,GEN,,WIN,Standard
ISO (International Organization for Standardization),,Organización internacional de normalización (ISO),,GEN,,WIN,Standard
ISV (independant software vendor),,fabricante independiente de software,,GEN,,WIN,Standard
Italic,,Cursiva,K,DIA,,WIN,Standard
italic,,cursiva,,GEN,,WIN,Standard
italic button,,"botón  ""Cursiva""",,GEN,,WIN,Standard
join,,unir,,GEN,,WIN,Standard
jump,,saltar,,GEN,N,WIN,Standard
jump term,,saltar término,,GEN,N,WIN,Standard
Justified,,Justificado,B,DIA,N,WIN,Standard
justified,,justificado,,GEN,,WIN,Standard,,
K (kilobyte),,KB  (kilobyte),,GEN,,WIN,Standard,,
key,,tecla,,GEN,N,WIN,Standard,,
key combination,,combinación de teclas,,GEN,N,WIN,Standard,,
key name,,nombre de tecla,,GEN,N,WIN,Standard,,
key repeat rate,,velocidad de repetición de las teclas,,GEN,N,WIN,Standard,,
key sequence,,secuencia de teclas,,GEN,N,WIN,Standard,,
keyboard,,teclado,,GEN,N,WIN,Standard,,
keypad,,teclado numérico,,GEN,N,WIN,Standard,,
keyword,,palabra clave,,GEN,N,WIN,Standard,,Plural: palabras clave
kilobyte,,kilobyte,,GEN,N,WIN,Standard,,
label,,etiqueta,,GEN,N,WIN,Standard,,
LAN (local area network),,red de área local (LAN),,GEN,N,WIN,Standard,,Or just: red local
Landscape,,Horizontal,Q,DIA,N,WIN,Standard,,
Language Reference,,Referencia del lenguaje,,GEN,N,WIN,Standard,,
laptop,,equipo portátil,,GEN,N,WIN,Standard,,
laser printer,,impresora láser,,GEN,N,WIN,Standard,,
later,,posterior,,GEN,,WIN,Standard,,[versión] posterior
layout,,diseño,,GEN,N,WIN,Standard,,
layout,,distribución,,GEN,,WIN,Standard,,Talking about keys and keyboards
lazy writing,,escritura descuidada,,GEN,N,WIN,Standard,,
LCD (liquid crystal display),,pantalla de cristal líquido (LCD),,GEN,,WIN,Standard,,
leader,,guía,,GEN,N,WIN,Standard,,"A row of dots, hyphens or other charcters used to lead the eye across a printed page."
leading zero,,cero a la izquierda,,GEN,N,WIN,Standard,,A zero that precedes the most significant (leftmost) digit of a number.
LED (light-emitting diode),,diodo emisor de luz (LED),,GEN,,WIN,Standard,,
LEFT ARROW,,FLECHA IZQUIERDA,,KEY,,WIN,Standard,,
left scroll arrow,,flecha de desplazamiento a la izquierda,,GEN,,WIN,Standard,,
left window border,,borde izquierdo de la ventana,,GEN,N,WIN,Standard,,
left-aligned,,alineado a la izquierda,,GEN,ADJ,WIN,Standard,,
less-than sign,,signo menor que,,GEN,N,WIN,Standard,, (<)
less-than-or-equal-to sign,,signo menor o igual que ,,GEN,N,WIN,Standard,,
letter quality,,calidad de carta,,GEN,,WIN,Standard,,"A level of print quality on dot-matrix printers that is better than draft quality. Compare to draft quality, near-letter quality and print quality."
LF (linefeed),,avance de línea (LF),,GEN,,WIN,Standard,,
limited character space,,espacio de caracteres limitado,,GEN,N,WIN,Standard,,
line,,línea,,GEN,,WIN,Standard,,
line break,,salto de línea,,GEN,N,WIN,Standard,,
linefeed,,avance de línea ,,GEN,N,WIN,Standard,,
link,,vincular,,GEN,V,WIN,Standard,,
link,,vínculo,,GEN,N,WIN,Standard,,
linked object,,objeto vinculado,,GEN,,WIN,Standard,,
linked text and list box,,cuadro de texto y lista vinculado,,GEN,,WIN,Standard,,
linked text box,,cuadro de texto vinculado,,GEN,N,WIN,Standard,,
list,,lista,,GEN,N,WIN,Standard,,
list box,,cuadro  de lista,,GEN,N,WIN,Standard,,
List Files of Type,,Mostar archivos de tipo,D,DIA,,WIN,Standard,,
Ln (Line),,Lín (línea),,GEN,,WIN,Standard,,
local area network,,red local,,GEN,,WIN,Standard,,"Red de área local, for the acronym LAN"
lock,,bloquear,,GEN,V,WIN,Standard,,
log,,registro,,GEN,N,WIN,Standard,,
log off,,cerrar sesión,,GEN,V,WIN,Standard,,
log off from the network,,desconenctarse de la red,,GEN,V,WIN,Standard,,
log on,,abrir sesión,,GEN,V,WIN,Standard,,
log on to the network,,conectarse a la red  ,,GEN,V,WIN,Standard,,
logon domain,,conectarse al dominio,,GEN,N,WIN,Standard,,
low memory,,memoria baja,,GEN,,WIN,Standard,,
low-density disk,,disco de baja densidad,,GEN,,WIN,Standard,,
lowercase,,minúscula,,GEN,,WIN,Standard,,
LPT,,LPT,,GEN,,WIN,Standard,,Logical device name for  line printer
Macro,,Macro,M,COM,,WIN,Standard,,A set of keystrokes and instructions recorded and saved under a short key code.
macro,,macro,,GEN,N,WIN,Standard,,Fem: la macro
mail,,mensaje,,GEN,,WIN,Standard,,
mail,,correo electrónico,,GEN,,WIN,Standard,,
mail merge,,combinar correspondencia,,GEN,,WIN,Standard,,
main application,,aplicación principal,,GEN,N,WIN,Standard,,
main document,,documento principal,,GEN,N,WIN,Standard,,
main memory,,memoria principal,,GEN,N,WIN,Standard,,
manual link,,vínculo manual,,GEN,N,WIN,Standard,,
map,,mapa,,GEN,N,WIN,Standard,,To translate one value into another.
map,,representar,,GEN,V,WIN,Standard,,
MASM (Macro Assembler),,macroensamblador,,GEN,,WIN,Standard,,
Match Case,,Coincidir mayúsculas/minúsculas,G,DIA,,WIN,Standard,,
Match Whole Word Only,,Palabra completa solamente,A,DIA,,WIN,Standard,,
matrix,,matriz,,GEN,,WIN,Standard,,In math. an arrangement of rows and columns used for organizing related items.
Maximize,,Maximizar,,COM,,WIN,Standard,,
maximize,,maximizar,,GEN,V,WIN,Standard,,
maximize arrow,,flecha de maximizar,,GEN,N,WIN,Standard,,
maximize button,,"botón ""Maximizar""",,GEN,N,WIN,Standard,,
MB (megabyte),,MB (megabyte),,GEN,N,WIN,Standard,,
MCA (Micro Channel Architecture),,arquitectura MCA,,GEN,,WIN,Standard,,
measurement,,medida,,GEN,N,WIN,Standard,,
Media Player,,Reproductor de medios,,GEN,,WIN,Standard
megabyte,,megabyte,,GEN,N,WIN,Standard
memory,,memoria,,GEN,N,WIN,Standard
menu,,menú,,GEN,N,WIN,Standard
menu bar,,barra de menú,,GEN,N,WIN,Standard
menu command,,comando de menú,,GEN,N,WIN,Standard
menu name,,nombre de menú,,GEN,N,WIN,Standard
menu option,,opción de menú,,GEN,N,WIN,Standard
merge,,combinar,,GEN,V,WIN,Standard
message,,mensaje,,GEN,N,WIN,Standard
message bar,,barra de mensajes,,GEN,N,WIN,Standard
method,,método,,GEN,N,WIN,Standard
Micro Channel Architecture,,arquitectura MCA,,GEN,,WIN,Standard
Microsoft Product Support,,Soporte técnico de Microsoft,,GEN,,WIN,Standard
Microsoft User Hotline,,Línea directa para usuarios de Microsoft,,GEN,,WIN,Standard
MIDI (Musical Instrument Digital Interface),,interfaz digital para instrumentos musicales (MIDI),,GEN,,WIN,Standard
MIDI Sequencer,,secuenciador MIDI,,GEN,,WIN,Standard,,
Minimize,,Minimizar,,COM,,WIN,Standard,,
minimize,,minimizar,,GEN,,WIN,Standard,,
minimize button,,botón de minimizar,,GEN,N,WIN,Standard,,
MIPS (millions of instructions per second),,millones de instrucciones por segundo (MIPS),,GEN,,WIN,Standard,,
MIS (management information service),,servicio de información para administración (MIS),,GEN,,WIN,Standard,,
MIS (management information systems),,sistemas de información para administración (MIS),,GEN,,WIN,Standard,,
modal,,modal,,GEN,,WIN,Standard,,
modify,,modificar,,GEN,,WIN,Standard,,
monitor,,monitor,,GEN,N,WIN,Standard,,
monochrome,,monocromático,,GEN,,WIN,Standard,,
monochrome monitor,,monitor blanco y negro,,GEN,,WIN,Standard,,
monospace font,,fuente de espaciado fijo,,GEN,,WIN,Standard,,
More,,Más,,BUT,,WIN,Standard,,
Mouse,,mouse (ratón),,GEN,N,WIN,Standard,,The first times it appears. Mouse in italics
mouse pointer,,puntero del  mouse (ratón),,GEN,N,WIN,Standard,, Mouse in italics
mouse pointer shapes,,formas del puntero del mouse (ratón),,GEN,N,WIN,Standard,, Mouse in italics
Move,,Mover,V,COM,,WIN,Standard,,
move,,mover,,GEN,V,WIN,Standard,,
MS-DOS (disk operating system),,MS-DOS (sistema operativo de disco),,GEN,,WIN,Standard,,
MS-DOS prompt,,símbolo del sistema MS-DOS,,GEN,,WIN,Standard,,
MultiFinder icon,,icono MultiFinder,,GEN,,WIN,Standard,,
multimedia,,multimedia,,GEN,,WIN,Standard,,
multimedia extension,,extensión multimedia,,GEN,,WIN,Standard,,
multiple-column,,multicolumna,,GEN,,WIN,Standard,,
multiple-column list,,lista de múltiples columnas,,GEN,N,WIN,Standard,,
multitasking,,multitarea,,GEN,N,WIN,Standard,,A mode of operation offered by an operating system in which a computer works on more than one task at a time.
multiuser environment,,entorno multiusuario,,GEN,,WIN,Standard,,
multiuser system,,sistema multiusuario,,GEN,N,WIN,Standard,,
navigate,,desplazarse por,,GEN,,WIN,Standard,,
navigate,,recorrer,,GEN,,WIN,Standard,,
navigate,,explorar,,GEN,,WIN,Standard,,
navigation buttons,,botones de desplazamiento,,GEN,,WIN,Standard,,
nested list,,lista  anidada,,GEN,N,WIN,Standard,,
network,,red,,GEN,N,WIN,Standard,,
Network Administrator's Guide,,Guía para el administrador de redes,,GEN,,WIN,Standard,,
network drive,,unidad de red,,GEN,N,WIN,Standard,,
New,,Nuevo,N,COM,,WIN,Standard,,
New Window,,Nueva ventana,N,COM,,WIN,Standard,,
newline character,,carácter de nueva línea,,GEN,,WIN,Standard,,A character  that causes teh cursor to move to the beginning of the new line.
Next,,Siguiente,N,COM,N,WIN,Standard,,
NL (newline character),,carácter de nueva línea (NL),,GEN,N,WIN,Standard,,
non-proportional font,,fuente no proporcional,,GEN,,WIN,Standard,,
nonbreaking hyphen,,guión de no separación,,GEN,N,WIN,Standard,,
nonbreaking space,,espacio de no separación,,GEN,N,WIN,Standard,,
nonimpact printer,,impresora sin impacto,,GEN,N,WIN,Standard,,
nonprinting character,,carácter no imprimible,,GEN,V,WIN,Standard,,
nonscrolling region,,sector de no desplazamiento,,GEN,,WIN,Standard,,
note,,nota,,GEN,N,WIN,Standard,,A note to a user in a manual.
Notepad,,Bloc de notas,,GEN,N,WIN,Standard,,
NUM (Num Lock on),,NÚM,,GEN,,WIN,Standard,,
NUM LOCK,,BLOQ NUM,,KEY,,WIN,Standard,,BLOQUEO NUMÉRICO
Number,,Número,Z,COM,,WIN,Standard,,
number,,número,,GEN,N,WIN,Standard,,
number/word combination,,combinación de números/palabras,,GEN,,WIN,Standard,,
numbered list,,lista numerada,,GEN,N,WIN,Standard,,
numeric keypad,,teclado numérico,,GEN,N,WIN,Standard,,
Object,,Objeto,O,COM,,WIN,Standard,,
object,,objeto,,GEN,N,WIN,Standard,,
object handler,,controlador de objetos,,GEN,,WIN,Standard,,
object handling,,control de objetos,,GEN,,WIN,Standard,,
object link,,vinculación de objetos,,GEN,,WIN,Standard,,
object linking & embedding (OLE),,vinculación e incrustación de objetos (OLE),,GEN,,WIN,Standard,,
Object Packager,,Empaquetador de objetos,,GEN,,WIN,Standard,,
Object-Manager,,Administrador de objetos,,GEN,N,WIN,Standard
object-oriented,,orientado a objeto,,GEN,,WIN,Standard
oblique,,oblicuo,,GEN,,WIN,Standard
OEM (original equipment manufacturer),,fabricante de equipos originales,,GEN,,WIN,Standard
offline,,sin conexión a la red,,GEN,,WIN,Standard
OK,,Aceptar,,DIA,,WIN,Standard
OLE (object linking & embedding),,OLE (vinculación e incrustación de objetos),,GEN,,WIN,Standard
OLE application,,aplicación OLE,,GEN,N,WIN,Standard
online,,conectado,,GEN,,WIN,Standard
Online Help,,Ayuda en pantalla,,GEN,,WIN,Standard
OOP (object-oriented programming),,programación orientada a objetos,,GEN,,WIN,Standard
Open,,Abrir,F,COM,,WIN,Standard
open editing,,edición abierta,,GEN,,WIN,Standard
operating system,,sistema operativo,,GEN,N,WIN,Standard
operator,,operador,,GEN,,WIN,Standard
option,,opción,,GEN,N,WIN,Standard
OPTION,,OPCION,,KEY,,WIN,Standard,,
option button,,botón de opción,,GEN,N,WIN,Standard,,A round button that the user can select in a group of mutually exclusive options.
optional hyphen,,guión opcional,,GEN,N,WIN,Standard,,
Options,,Opciones,O,COM,,WIN,Standard,,
ordinal numbers,,número ordinal,,GEN,,WIN,Standard,,
Orientation,,Orientación,,DIA,,WIN,Standard,,
orientation,,orientación,,GEN,,WIN,Standard,,
orphan,,huérfano ,,GEN,,WIN,Standard,,
OS/2,,OS/2,,GEN,,WIN,Standard,,
outline,,esquema,,GEN,N,WIN,Standard,,
output,,salida,,GEN,,WIN,Standard,,
overlap,,superponer,,GEN,,WIN,Standard,,
override,,suplantar,,GEN,,WIN,Standard,,
overtype,,sobrescribir,,GEN,,WIN,Standard,,
overview,,información general,,GEN,,WIN,Standard,,
OVR (Overtype on),,OVR (sobrescribir),,GEN,,WIN,Standard,,Message in the status bar
package,,paquete,,GEN,N,WIN,Standard,,
packaging,,paquete,,GEN,N,WIN,Standard,,
page,,página,,GEN,N,WIN,Standard,,
page break,,salto de página,,GEN,N,WIN,Standard,,
PAGE DOWN,,AV PÁG,,KEY,,WIN,Standard,,
page layout,,diseño de página,,GEN,,WIN,Standard,,The process of arranging text and graphics on the pages of a document.
page reference,,referencia de página,,GEN,,WIN,Standard,,
Page Setup,,Preparar página,E,COM,,WIN,Standard,,
page setup,,preparar página,,GEN,,WIN,Standard,,
PAGE UP,,RE PÁG,,KEY,,WIN,Standard,,
pagination,,paginación,,GEN,,WIN,Standard,,
palette,,paleta,,GEN,N,WIN,Standard,,
pane,,panel,,GEN,N,WIN,Standard,,
paper bin,,bandeja de papel,,GEN,N,WIN,Standard,,
paper feed,,alimentación de papel,,GEN,N,WIN,Standard,,
paper format,,formato del papel,,GEN,N,WIN,Standard,,
paper size,,tamaño del papel,,GEN,,WIN,Standard,,
paper source,,suministro de papel,,GEN,N,WIN,Standard,,
Paragraph,,Párrafo,A,COM,N,WIN,Standard,,
paragraph mark,,marca de párrafo,,GEN,N,WIN,Standard,,
parallel printer,,impresora en paralelo,,GEN,N,WIN,Standard,,
parenthesis,,paréntesis,,GEN,N,WIN,Standard,,
parse,,analizar,,GEN,,WIN,Standard,,"Also, analizar sintaxis. To break input into smaller chunsks so that a program can act upon the information."
password,,contraseña,,GEN,N,WIN,Standard,,
Paste,,Pegar,i,COM,,WIN,Standard,,
paste,,pegar,,GEN,V,WIN,Standard,,
Paste Link,,Pegar vínculo,V,COM,,WIN,Standard,,
Paste Special,,Pegado especial,l,COM,,WIN,Standard,,
patent,,patente,,GEN,N,WIN,Standard,,
path,,ruta de acceso,,GEN,N,WIN,Standard,,
pathname,,nombrederuta,,GEN,N,WIN,Standard,,Parameter
pause,,pausa,,GEN,V,WIN,Standard,,
PAUSE ,,PAUSA,,KEY,,WIN,Standard,,
PC (personal computer),,computadora (ordenador) personal,,GEN,N,WIN,Standard,,
period,,período,,GEN,N,WIN,Standard,,
permission,,autorización,,GEN,N,WIN,Standard,,
Personal Computer,,PC,,GEN,,WIN,Standard,,Plural: PCs (Avoid gender specification)
Pg (Page),,Pág.,,GEN,,WIN,Standard,,
PG DN,,AV PÁG,,KEY,,WIN,Standard,,
PG UP,,RE PÁG,,KEY,,WIN,Standard,,
pica,,pica,,GEN,,WIN,Standard,,"A measure used with printed type. It measures appr. 1/6 inch (0,42 cm)."
picture,,imagen,,GEN,,WIN,Standard,,
pie chart,,gráfico circular,,GEN,,WIN,Standard,,A type of graph that presents values as percentages (slices) of a whole.
pipe,,símbolo de canalización ,,GEN,,WIN,Standard,,( | )
pitch,,espaciado vertical,,GEN,,WIN,Standard,,"A measure, gen. used with monospace fonts, that describes the number of characters that fit in a horizontal inch.; ie.e 10-pitch = 10 characters per inch."
pixel,,píxel,,GEN,,WIN,Standard,,Short for picture element. Plural: píxeles
placeholder,,marcador de posición,,GEN,,WIN,Standard,,
plain text,,texto sin formato,,GEN,,WIN,Standard,,
platform,,plataforma,,GEN,,WIN,Standard,,
plot,,trazar,,GEN,V,WIN,Standard,,To create a graphic or diagram by connecting points.
plot,,trazado,,GEN,,WIN,Standard,,
plural,,plural,,GEN,,WIN,Standard,,
point,,señalar,,GEN,V,WIN,Standard,,
pointer,,puntero,,GEN,N,WIN,Standard,,
pointing device,,dispositivo señalador,,GEN,N,WIN,Standard,,
poke,,escribir,,GEN,V,WIN,Standard,,[en memoria principal]
pop-up menu,,menú emergente,,GEN,N,WIN,Standard,,
Portrait,,Vertical,f,DIA,,WIN,Standard,,
POS (point of sale),,punto de venta,,GEN,,WIN,Standard,,
POSIX (Portable Operating System Interface),,Interfaz de sistema operativo portátil ,,GEN,,WIN,Standard,,[basada en UNIX]
postoffice,,oficina de correos,,GEN,,WIN,Standard,,
powerful,,potente,,GEN,ADJ,WIN,Standard,,
powerful,,poderoso,,GEN,,WIN,Standard,,
preceding,,precedente,,GEN,,WIN,Standard,,
preemptive multitasking,,multitarea prioritaria,,GEN,,WIN,Standard,,preferente
preference,,preferencia,,GEN,,WIN,Standard,,
preposition,,preposición,,GEN,N,WIN,Standard,,
prerelease,,"prototipo, versión preliminar",,GEN,,WIN,Standard,,
presentation data,,datos de presentación,,GEN,N,WIN,Standard,,
presentation format ,,formato de presentación,,GEN,N,WIN,Standard,,
preset,,preestablecer,,GEN,V,WIN,Standard,,
press,,presionar,,GEN,V,WIN,Standard,,
press and hold down,,presionar y mantener presionado,,GEN,V,WIN,Standard,,
print,,imprimir,,GEN,V,WIN,Standard,,
print area,,área de impresión,,GEN,N,WIN,Standard,,
print files over the network,,imprimir archivos a través de la red,,GEN,,WIN,Standard,,
print job,,trabajo de impresión,,GEN,N,WIN,Standard,,tarea de impresión
Print Manager,,Administrador de impresión,,GEN,N,WIN,Standard,,
Print Preview,,Presentación preliminar,,COM,,WIN,Standard,,
print quality,,calidad de impresión,,GEN,N,WIN,Standard,,
print queue,,cola de impresión,,GEN,N,WIN,Standard,,
print range,,rango de impresión,,GEN,,WIN,Standard,,
PRINT SCREEN,,IMPRIMIR PANTALLA ,,KEY,,WIN,Standard,,IMP PANT
PRINT SCREEN,,IMP PANT,,KEY,,WIN,Standard,,
Print Setup,,Configurar impresora,,COM,,WIN,Standard,,
print spooling,,tratamiento de cola de impresión,,GEN,,WIN,Standard,,
print to a file,,imprimir a un archivo,,GEN,,WIN,Standard,,
Print to File,,Imprimir a un archivo,,DIA,,WIN,Standard,,
Print Topic,,Imprimir tema,D,DIA,,WIN,Standard,,
printer,,impresora,,GEN,N,WIN,Standard,,
Printer Guide,,Guía de impresoras,,GEN,,WIN,Standard,,
printer queue,,cola de impresión,,GEN,N,WIN,Standard,,
Printer Setup,,Configurar impresora,E,COM,,WIN,Standard,,
printer-driver file,,archivo de controlador de impresora,,GEN,N,WIN,Standard,,
printing order,,orden de impresión,,GEN,N,WIN,Standard,,
priority,,prioridad,,GEN,N,WIN,Standard,,
privilege level,,nivel de privilegio,,GEN,N,WIN,Standard,,
procedure,,procedimiento,,GEN,N,WIN,Standard,,
Product Support,,soporte técnico,,COM,,WIN,Standard,,
program group,,grupo de programas,,GEN,,WIN,Standard,,
program item,,elemento de programa,,GEN,N,WIN,Standard,,
Program Manager,,Administrador de programas,,GEN,,WIN,Standard,,
Programmer's Guide,,Manual del programador,,GEN,,WIN,Standard,,
Programmer's Reference,,Referencia del programador,,GEN,,WIN,Standard,,
progress indicator,,indicador de progreso,,GEN,N,WIN,Standard,,
promotional sample,,muestra de promoción,,GEN,N,WIN,Standard,,
prompt,,símbolo del sistema,,GEN,N,WIN,Standard,,
prompt,,pedir datos,,GEN,V,WIN,Standard,,
proof of purchase,,prueba de compra,,GEN,N,WIN,Standard,,
PSS (Product Support Services),,servicio de soporte técnico,,GEN,N,WIN,Standard,,Capitalize first letter if it's MS PSS
punctuation,,puntuación,,GEN,N,WIN,Standard,,
QBE (Query-by-Example),,consulta según ejemplo (QBE),,GEN,N,WIN,Standard,,
query,,consulta,,GEN,V,WIN,Standard,,
query by example (QBE),,consulta según ejemplo (QBE),,GEN,N,WIN,Standard,,
question mark pointer,,puntero de interrogación,,GEN,,WIN,Standard,,
queue,,cola de impresión,,GEN,N,WIN,Standard,,
Quick Reference,,Referencia rápida,,GEN,,WIN,Standard,,
Quit,,Salir,B,COM,,WIN,Standard,,
quotation marks,,comillas tipográficas,,GEN,N,WIN,Standard,,
R/W (read/write),,L/E (lectura/escritura),,GEN,,WIN,Standard,,
RAM (random access memory),,RAM (memoria de acceso aleatorio),,GEN,,WIN,Standard,,
range,,rango,,GEN,,WIN,Standard,,[de celdas]
range,,intervalo,,GEN,,WIN,Standard,,Talking in general
RDBMS (relational database management system),,sistema de administración de base de datos relacional (RDBMS),,GEN,,WIN,Standard,,In spreadsheets: a block of selected cells; in general: spread between specified low and high values.
read-only,,sólo lectura,,GEN,,WIN,Standard,,
read-write permission,,permiso de sólo lectura,,GEN,N,WIN,Standard,,
README,,LEAME,,FIL,,WIN,Standard,,
reboot,,reiniciar,,GEN,V,WIN,Standard,,
Record,,Grabar,A,COM,,WIN,Standard,,
record,,registro,,GEN,N,WIN,Standard,,A data structure that is a collection of fields.
recorder,,grabadora,,GEN,N,WIN,Standard,,
recover,,recuperar,,GEN,V,WIN,Standard,,
redirect,,redirigir,,GEN,,WIN,Standard,,
Redo,,Rehacer,,COM,,WIN,Standard,,
redo,,rehacer,,GEN,,WIN,Standard,,
refresh,,actualizar,,GEN,,WIN,Standard,,To reenergize. To retrace the screen at frequent intervalls.
registered trademark,,marca registrada,,GEN,,WIN,Standard,,
registration,,registro,,GEN,N,WIN,Standard,,
Registration API,,Registro de API (interfaz de programa de aplicación),,GEN,,WIN,Standard,,
registration card,,tarjeta de registro,,GEN,,WIN,Standard,,
reinstall,,reinstalar,,GEN,,WIN,Standard,,
related topics,,temas relacionados,,GEN,N,WIN,Standard,,
relational database,,base de datos relacional,,GEN,,WIN,Standard,,
release,,soltar,,GEN,V,WIN,Standard,, (el botón del mouse)
release,,versión de lanzamiento,,GEN,N,WIN,Standard,,A particular version of a software.
remote,,remoto,,GEN,,WIN,Standard,,
remote access,,acceso remoto,,GEN,,WIN,Standard,,
remove,,eliminar,,GEN,V,WIN,Standard,,
rename,,cambiar el nombre ,,GEN,V,WIN,Standard,,
Repeat,,Repetir,W,COM,,WIN,Standard,,
repetition,,repetición,,GEN,,WIN,Standard,,
Replace,,Reemplazar,E,COM,,WIN,Standard,,
replace,,reemplazar,,GEN,,WIN,Standard,,
Replace All,,Reemplazar todo,S,DIA,,WIN,Standard,,
Replace With,,Reemplazar con,D,DIA,,WIN,Standard,,
report,,informe,,GEN,N,WIN,Standard,,The presentation of information about a given topic.
reset,,restablecer,,GEN,,WIN,Standard,,
resident,,residente,,GEN,,WIN,Standard,,
resize,,cambiar el tamaño,,GEN,V,WIN,Standard,,
resolution,,resolución,,GEN,N,WIN,Standard,,
resource,,recursos,,GEN,,WIN,Standard,,
resources on a server,,recursos en un servidor,,GEN,,WIN,Standard,,
restore,,restaurar,,GEN,V,WIN,Standard,,
Restore button,,"botón ""Restaurar""",,GEN,,WIN,Standard,,The preferred syntax for body text. Used this way in the GuiGuide.
resume,,reanudar,,GEN,V,WIN,Standard,,
retrieve,,recuperar,,GEN,,WIN,Standard,,To obtain requested data.
retry,,reintentar,,GEN,,WIN,Standard,,
RETURN (Mac keyboard),,RETORNO,,KEY,,WIN,Standard,,on key pad
reverse,,inverso,,GEN,,WIN,Standard,,
Revert,,Volver,W,COM,,WIN,Standard,,
revoke,,revocar,,GEN,V,WIN,Standard,,
RGB (red-green-blue),,"RGB (rojo, verde y azul)",,GEN,,WIN,Standard,,"A mixing model, or method of describing colors, used with many color monitors."
Ribbon,,Cinta,,COM,,WIN,Standard,,
right aligned,,alineación a la derecha,R,GEN,ADJ,WIN,Standard,,
RIGHT ARROW,,FLECHA DERECHA,,KEY,,WIN,Standard,,
right scroll arrow,,flecha de desplazamiento derecha,,GEN,,WIN,Standard,,
right window border,,borde derecho de la ventana,,GEN,N,WIN,Standard,,
Roadmap,,Guía básica,,GEN,N,WIN,Standard,,
ROM (read-only memory),,ROM (memoria de sólo lectura),,GEN,N,WIN,Standard,,
root directory,,directorio raíz,,GEN,N,WIN,Standard,,
rotate,,rotar,,GEN,V,WIN,Standard,,girar
row,,fila,,GEN,N,WIN,Standard,,A series of items arranged horizontally within a framework.
RTF (rich-text format),,RTF (formato de texto enriquecido),,GEN,,WIN,Standard,,
Ruler,,Regla,,COM,,WIN,Standard,,
Run,,Ejecutar,,COM,,WIN,Standard,,
run,,ejecutar,,GEN,V,WIN,Standard,,To execute a program.
run-time ,,tiempo de ejecución,,GEN,,WIN,Standard,,Either the time period during which a program is running or the amount of time needed to execute the program.
running head,,encabezado,,GEN,,WIN,Standard,,
SAA (Systems Application Architecture),,arquitectura SAA,,GEN,,WIN,Standard,,
sample,,muestra,,GEN,,WIN,Standard,,
sans serif font,,fuente sans serif ,,GEN,,WIN,Standard,,It means fuente sin remate
Save,,Guardar,S,COM,,WIN,Standard,,
save,,guardar,,GEN,V,WIN,Standard,,
Save All,,Guardar todo,A,COM,,WIN,Standard,,
Save As,,Guardar como,U,COM,,WIN,Standard,,
Save File as Type,,Guardar archivos como tipo,D,DIA,,WIN,Standard,,
scalable fonts,,fuentes ajustables a escala,,GEN,N,WIN,Standard,,Fuentes escalables. Any font that can be scaled to produce characters in varying sizes.
scale,,"ajustar proporcionalmente, escalar",,GEN,V,WIN,Standard,,
scale,,escala,,GEN,N,WIN,Standard,,"A horizontal or vertical line on a graph that shows minimum, maximum,and interval values for the data plotted."
scaling,,ajuste a escala,,GEN,N,WIN,Standard,,Escalable. In graphics the process of enlarging or reducing a graphical image.
scan,,"explorar, escanear",,GEN,N,WIN,Standard,,
scan,,barrer,,GEN,V,WIN,Standard,,In video technology
scanner,,escáner,,GEN,,WIN,Standard,,Plural: escáneres
