English,English Hotkey,Localised,Localised Hotkey,Category,Type,Environment,Product Name,Comments
Totals,T,Totaler,T,COM,,WIN,Access,Ver 2.0.
Totals,,Totaler,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Transactions,,Transaksjoner,,TXT,,WIN,Access,Ver 2.0. Property or event
Transfer Type,,Overføringstype,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
TransferDatabase,,OverførDatabase,,MAC,,WIN,Access,Ver 2.0.
TransferSpreadsheet,,OverførRegnearkdata,,MAC,,WIN,Access,Ver 2.0.
TransferText,,OverførTekst,,MAC,,WIN,Access,Ver 2.0.
Transparent,,Gjennomsiktig,,TXT,,WIN,Access,Ver 2.0. Property or event
Transparent Background,,Gjennomsiktig bakgrunn,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
True,,SANN,,FUN,,WIN,Access,Ver 2.0.
True,,SANN,,FUN,,WIN,Access,Ver 2.0. reserved keyword
True/False,,Sann/Usann,,TXT,,WIN,Access,Ver 2.0.
Tuesday,,Tirsdag,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
twips,,twip,,TXT,,WIN,Access,Ver 2.0.
Type,,Type,,BUT,,WIN,Access,Ver 2.0.
Type Conversion Failure,,Typekonverteringsfeil,,TXT,,WIN,Access,Ver 2.0.
Unavailable,,Ikke tilgjengelig,,TXT,,WIN,Access,Ver 2.0.
Unbound,,Ubundet,,TXT,,WIN,Access,Ver 2.0.
Unconvertible Value,,Verdien kan ikke konverteres,,TXT,,WIN,Access,Ver 2.0.
Underline,U,Understreking,U,BUT,,WIN,Access,Ver 2.0.
Underline,,Understreking,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Underline text in the selected control,,Gjør teksten i den merkede kontrollen understreket,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Undo,U,Angre,A,COM,,WIN,Access,Ver 2.0.
Undo,n,Angre,A,COM,,WIN,Access,Ver 2.0. Menu command for undoing data changes in datasheet and form
Undo,,Angre,,GBN,,WIN,Access,Ver 2.0. Tooltip text
"Undo	Ctrl+Z",U,"Angre	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Align	Ctrl+Z",U,"Angre Juster	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
Undo All,o,Angre alt,g,COM,,WIN,Access,Ver 2.0.
Undo All,,Angre alt,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Undo all changes to SQL text,,Angre alle endringer i SQL-tekst,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
"Undo Cell Edit	Ctrl+Z",U,"Angre celleredigering	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Column Width	Ctrl+Z",U,"Angre Kolonnebredde	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Create	Ctrl+Z",U,"Angre oppretting	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Current Field	Esc",n,"Angre gjeldende felt	Esc",n,COM,,WIN,Access,Ver 2.0. Menu command for undoing data changes in datasheet and form
"Undo Current Record	Esc",n,"Angre gjeldende post	Esc",n,COM,,WIN,Access,Ver 2.0. Menu command for undoing data changes in datasheet and form
"Undo Cut	Ctrl+Z",U,"Angre Klipp ut	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Delete	Ctrl+Z",U,"Angre Slett	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Duplicate	Ctrl+Z",U,"Angre Dupliser	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Field Builder	Ctrl+Z",U,"Angre feltverktøy	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Insert	Ctrl+Z",U,"Angre Sett inn	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Insert Object	Alt+BkSp",U,"Angre Sett inn objekt	Alt+BkSp",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Move	Ctrl+Z",U,"Angre flytting	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Paste	Ctrl+Z",U,"Angre Lim inn	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Primary Key	Ctrl+Z",U,"Angre Primærnøkkel	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Property Setting	Ctrl+Z",U,"Angre innstillinger	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Rename	Ctrl+Z",U,"Angre Gi nytt navn	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Replace	Ctrl+Z",U,"Angre Erstatt	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Row Height	Ctrl+Z",U,"Angre Radhøyde	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Saved Record	Ctrl+Z",U,"Angre lagret post	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Sizing	Ctrl+Z",U,"Angre skalering	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Spacing	Ctrl+Z",U,"Angre avstandsendring	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
"Undo Typing	Ctrl+Z",U,"Angre skriving	Ctrl+Z",A,COM,,WIN,Access,Ver 2.0. Context sensitive UNDO menu command
Undo\\tAlt+BkSp,U,Angre\\tAlt+Tilbake,A,COM,,WIN,Access,Ver 2.0.
Undo\\tAlt+BkSp*,U,Angre\\tAlt+Tilbake*,A,COM,,WIN,Access,Ver 2.0.
Undo\\tCtrl+Z,U,Angre\\tCtrl+Z,A,COM,,WIN,Access,Ver 2.0.
UndoCurrentRecord,,Angre gjeldende post,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Unfreeze All Columns,U,Frigi alle kolonner,F,COM,,WIN,Access,Ver 2.0.
Unfreeze All Columns,,Frigi alle kolonner,,GBN,,WIN,Access,Ver 2.0. Tooltip text
UnfreezeAllColumns,,Frigi alle kolonner,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Unhide,,Ta frem,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Unhide Window,,Ta frem vindu,,COM,,WIN,Access,Ver 2.0.
Unhide Window,,Ta frem vindu,,TDB,,WIN,Access,Ver 2.0.
Unhide...,h,Ta frem...,T,COM,,WIN,Access,Ver 2.0.
Unhide...,U,Ta frem...,T,COM,,WIN,Access,Ver 2.0.
Union Query,,Union,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Union Query: ,,Unionsspørring: ,,TDB,,WIN,Access,Ver 2.0.
Unique,,Entydig,,TXT,,WIN,Access,Ver 2.0. Index object editor property
Unique Records,,EntydigePoster,,TXT,,WIN,Access,Ver 2.0. Property or event
Unique Values,,EntydigeVerdier,,TXT,,WIN,Access,Ver 2.0. Property or event
Unknown Error,,Ukjent feil,,TXT,,WIN,Access,Ver 2.0.
Unnamed Object,,Objekt uten navn,,TXT,,WIN,Access,Ver 2.0.
Unparsable Record,,Kan ikke dele posten,,TXT,,WIN,Access,Ver 2.0.
Unused,,Brukes ikke,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Up;Down,,Opp;Ned,,TXT,,WIN,Access,Ver 2.0. Macro argument value in listbox
Updatable,,KanOppdateres,,TXT,,WIN,Access,Ver 2.0. Property or event
Update,U,Oppdater,O,COM,,WIN,Access,Ver 2.0.
Update,,Oppdater,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Update Method,,Oppdateringsmetode,,TXT,,WIN,Access,Ver 2.0. Property or event
Update Options,,Oppdateringsalternativer,,TXT,,WIN,Access,Ver 2.0. Property or event
Update Query,,Oppdateringsspørring,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Update Query: ,,Oppdateringsspørring: ,,TDB,,WIN,Access,Ver 2.0. Type of query being designed
Update Retry Interval (msec),,Intervall mellom oppdateringsforsøk (msek.),,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Update To:,,Endre til:,,TXT,,WIN,Access,Ver 2.0. Text in QBE grid
UpdateNow,,Oppdaterer,,TXT,,WIN,Access,Ver 2.0. Menu command name (only appears in error message boxes)
Updating System Table ... ,,Oppdaterer systemtabell ... ,,TXT,,WIN,Access,Ver 2.0. Progress indication
Use Pattern Matching,U,Bruk mønstergjenkjenning,B,BUT,,WIN,Access,Ver 2.0.
User,,Bruker,,BUT,,WIN,Access,Ver 2.0.
User's,,Brukerens,,TXT,,WIN,Access,Ver 2.0.
User-defined Builder,,Brukerdefinert verktøy,,TXT,,WIN,Access,Ver 2.0. List box item: type of builder that user can call
User/Group Name:,N,Bruker-/gruppenavn:,r,DIA,,WIN,Access,Ver 2.0.
Users,U,Brukere,B,BUT,,WIN,Access,Ver 2.0.
Users,,Brukere,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Users...,U,Brukere...,B,COM,,WIN,Access,Ver 2.0.
Utility 1,,Tillegg 1,,TXT,,WIN,Access,Ver 2.0.
Utility 2,,Tillegg 2,,TXT,,WIN,Access,Ver 2.0.
Validation Rule,,Valideringsregel,,TXT,,WIN,Access,Ver 2.0. Property or event
Validation Rule Failure,,Valideringsregelen mislyktes,,TXT,,WIN,Access,Ver 2.0.
Validation Text,,Valideringstekst,,TXT,,WIN,Access,Ver 2.0. Property or event
Value,,Verdi,,TXT,,WIN,Access,Ver 2.0. Property or event
Value List,,Verdiliste,,TXT,,WIN,Access,Ver 2.0. Dropdown values in listbox
Var,,Varians,,FUN,,WIN,Access,Ver 2.0.
Verify,V,Bekreft,B,BUT,,WIN,Access,Ver 2.0.
Verify:,V,Bekreft:,B,TXB,,WIN,Access,Ver 2.0.
Verifying system objects,,Bekrefter systemobjekter,,TXT,,WIN,Access,Ver 2.0.
Version,,Versjon,,TXT,,WIN,Access,Ver 2.0.
Vertical,V,Loddrett (y),y,BUT,,WIN,Access,Ver 2.0.
Vertical Spacing,V,Loddrett mellomrom,L,COM,,WIN,Access,Ver 2.0.
View,V,Vis,V,MNU,,WIN,Access,Ver 2.0.
View,,Vis,,BUT,,WIN,Access,Ver 2.0.
View,,Visningsmåte,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
View Conditions,,Vis betingelser,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
View Design,,Vis design,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
View Macro Names,,Vis makronavn,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
View Procedures,,Vis prosedyrer,,TDB,,WIN,Access,Ver 2.0.
View SQL,,Vis SQL,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
Views Allowed,,TillattVisning,,TXT,,WIN,Access,Ver 2.0. Property or event
Visible,,Synlig,,TXT,,WIN,Access,Ver 2.0. Property or event
Wait,,Vent,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Warning: This computer program is protected by copyright law and international treaties. ,,Advarsel: Dette dataprogrammet er beskyttet ifølge lover om opphavsrett og internasjonale konvensjoner. ,,TXT,,WIN,Access,Ver 2.0. About box text
Warnings On,,Vis advarsler,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Wednesday,,Onsdag,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Where,,Hvor,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Where Condition,,Where-betingelse,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Width,,Bredde,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Width:,i,Bredde:,B,TXB,,WIN,Access,Ver 2.0.
Window,W,Vindu,n,MNU,,WIN,Access,Ver 2.0.
Window,,Vindu,,MNU,,WIN,Access,Ver 2.0.
Window  Help, ,Vindu og hjelp,,TXT,,WIN,Access,Ver 2.0.
Window Height,,Vindushøyde,,TXT,,WIN,Access,Ver 2.0. Property or event
Window Mode,,Vindu,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Window Width,,Vindusbredde,,TXT,,WIN,Access,Ver 2.0. Property or event
Window:,W,Vindu:,V,DIA,,WIN,Access,Ver 2.0.
Word for Windows Merge,,Word for Windows (utskriftsfletting),,TXT,,WIN,Access,Ver 2.0. List box item
WordMailMerge,,Word - utskriftsfletting,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
YDM,,ÅDM,,TXT,,WIN,Access,Ver 2.0. List box item
Year;2,,År;2,,TXT,,WIN,Access,Ver 2.0. Dropdown values in listbox
Yes,Y,Ja,J,BUT,,WIN,Access,Ver 2.0.
Yes,Y,Ja,J,BUT,,WIN,Access,Ver 2.0. Button on Message Box
Yes,,Ja,,TXT,,WIN,Access,Ver 2.0. reserved keyword
Yes/No,,Ja/Nei,,TXT,,WIN,Access,Ver 2.0. List box item (data type)
Yes;-1;No;0,,Ja;-1;Nei;0,,TXT,,WIN,Access,Ver 2.0. Dropdown values in listbox
Yes;No,,Ja;Nei,,TXT,,WIN,Access,Ver 2.0.
YMD,,ÅMD,,TXT,,WIN,Access,Ver 2.0. List box item
yyyy,,åååå,,TXT,,WIN,Access,Ver 2.0. Date/time formatting characters
Zoom in or out,,Zoom inn eller ut,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
